,WORD,frequency,mean_dist_procrustes,mean_dist_globalanchors,sum_deltas_procrustes,sum_deltas_globalanchors
96,привычный_ADJ,0.00020415196913390753,0.39831369556486607,0.9547600969672203,0.0,-0.5
97,характерный_ADJ,0.00019868101141552464,0.3853265237994492,0.9834547508507967,0.0,0.0
98,одинаковый_ADJ,0.00018799105640098326,0.4075972009450197,0.9784048674628139,0.0,0.0
99,божий_ADJ,0.0001904728323406607,0.3005828410387039,0.9478097138926387,0.5,0.0
100,3-й_ADJ,4.390128511087861e-05,0.33100678864866495,0.9073623151052743,0.0,0.5
101,чугунный_ADJ,4.363271399773591e-05,0.35017423890531063,0.8033301364630461,1.0,0.5
102,дворянский_ADJ,3.475999128224166e-05,0.3554144650697708,0.890190502628684,0.0,0.0
103,ваш_ADJ,3.4667304736606844e-05,0.38825234211981297,0.9892955739051104,1.0,0.0
104,художественный_ADJ,0.0003446661871292994,0.40976336784660816,0.9860590976313688,0.0,0.0
105,земной_ADJ,0.0003262131277698043,0.38331618485972285,0.9743192937457934,-0.5,0.0
106,собачий_ADJ,5.731153554182719e-05,0.35029100999236107,0.7441955097019672,0.0,0.5
107,телевизионный_ADJ,5.703585844376526e-05,0.37703609373420477,0.9514699908904731,0.5,0.0
108,операционный_ADJ,2.9481120231143683e-05,0.37303580436855555,0.9389290077378973,0.0,0.5
109,клинический_ADJ,2.9107458359575377e-05,0.3673615725710988,0.9878596023190767,0.0,0.5
110,журнальный_ADJ,2.83252554926255e-05,0.3254141006618738,0.9516967758536339,1.0,0.0
111,вспомогательный_ADJ,2.8124719596153725e-05,0.3253280408680439,0.9781807590043172,0.0,0.5
112,уличный_ADJ,6.256755542685994e-05,0.3692818274721503,0.889284928329289,0.0,0.5
113,растительный_ADJ,6.168621206428817e-05,0.33641141769476235,0.9467607620172203,0.0,0.5
114,грузинский_ADJ,7.049161970772647e-05,0.3983486373908818,0.8867780431173742,0.5,0.5
115,песчаный_ADJ,7.024656300024563e-05,0.3275399897247553,0.9042763896286488,0.5,0.0
116,следственный_ADJ,3.9295757091389264e-05,0.3452401589602232,0.9579427411081269,0.5,0.5
117,двенадцатый_ADJ,3.893677767441207e-05,0.31376880779862404,0.9573258886521216,0.5,0.5
118,упорный_ADJ,4.3582129613656725e-05,0.324215579777956,0.9559042119653895,0.5,0.0
119,новогодний_ADJ,4.351096455914648e-05,0.36092957481741905,0.9529671098571271,0.0,0.5
120,юношеский_ADJ,4.2665389694773615e-05,0.3173055425286293,0.9704447276890278,0.5,0.5
121,новгородский_ADJ,4.337916638980144e-05,0.33414390683174133,0.8921815538778901,0.5,0.5
122,смертный_ADJ,9.8137900710914e-05,0.3423453886061907,0.9554511872120202,1.0,0.0
123,преподобный_ADJ,9.597031216560732e-05,0.32152187172323465,0.8725696625187993,0.5,0.5
124,радикальный_ADJ,3.143796729017892e-05,0.3635823540389538,0.980479247029507,0.5,0.0
125,антисоветский_ADJ,3.170396003400195e-05,0.34622929943725467,0.9469825737178326,0.0,0.5
126,исходный_ADJ,0.00010006761291958134,0.36275497544556856,0.983577837003395,-0.5,0.0
127,технологический_ADJ,9.921500890418906e-05,0.3557994458824396,0.9799263098393567,0.5,0.5
128,принятый_ADJ,7.207535542791252e-05,0.39138388563878834,0.9885273978579789,0.5,0.0
129,пыльный_ADJ,7.243603375094596e-05,0.34882450476288795,0.8406311292201281,1.0,0.5
130,всемирный_ADJ,8.226964575598741e-05,0.3457622164860368,0.9852663083001971,0.5,0.5
131,педагогический_ADJ,8.285323869935812e-05,0.3845494342967868,0.987589103548089,0.5,0.0
132,уральский_ADJ,3.619387570353583e-05,0.36885081697255373,0.8454480380751193,0.0,0.5
133,багровый_ADJ,3.6425762426673164e-05,0.3438584329560399,0.8009242415428162,0.0,0.5
134,болгарский_ADJ,3.754843625501582e-05,0.3714994461843162,0.9004474226385355,0.0,0.0
135,персональный_ADJ,3.736438764075007e-05,0.38525725714862347,0.9913227489450946,0.0,0.5
136,начальный_ADJ,7.515506123100774e-05,0.37546418607234955,0.9786721388809383,0.0,0.0
137,невысокий_ADJ,7.49712498430351e-05,0.32889749575406313,0.9277657764032483,0.5,0.5
138,полицейский_ADJ,5.47122245286501e-05,0.3451479785144329,0.8778456104919314,0.5,0.5
139,двоюродный_ADJ,5.455312462093058e-05,0.3191493102349341,0.76675920560956,0.0,0.5
140,невероятный_ADJ,0.0001330257425022431,0.37718252558261156,0.9547515520825982,0.0,-0.5
141,христианский_ADJ,0.00013083813263556446,0.35553981736302376,0.9806407974101603,0.5,0.0
142,золотой_ADJ,0.00044631978877429266,0.35835406882688403,0.9096275130286813,0.5,0.0
143,рабочий_ADJ,0.0004496327609627991,0.4091017972677946,0.9933635968482122,0.0,0.0
144,случайный_ADJ,0.00017956641673761253,0.3891705200076103,0.9241098013008013,0.5,0.0
145,спортивный_ADJ,0.00018197029313258328,0.38188646163325757,0.990810863673687,0.5,0.5
146,небесный_ADJ,0.00014891523660830983,0.368496632669121,0.9574828116456047,0.0,0.0
147,заметный_ADJ,0.00015354957907305278,0.36599435191601515,0.9852109698113054,0.0,0.0
148,недолгий_ADJ,3.189964074291344e-05,0.361034382134676,0.9261783370748162,0.5,0.0
149,произвольный_ADJ,3.2035612101055166e-05,0.39605538733303547,0.9579117228277028,0.5,0.0
150,прошлогодний_ADJ,3.4704779036673866e-05,0.36881717026699334,0.8260566424578428,1.0,0.5
151,прощальный_ADJ,3.4808260068461005e-05,0.3453056812286377,0.8428895063698292,-0.5,0.5
152,неведомый_ADJ,0.0001150151012722964,0.3611514214426279,0.9720296688901726,0.5,-0.5
153,производственный_ADJ,0.00011664200482650855,0.4022803967818618,0.9817877910099924,1.0,0.5
154,боевой_ADJ,0.0003193654793705573,0.38063436187803745,0.9712302596308291,0.5,0.0
155,желтый_ADJ,0.00032122327747287967,0.4009269615635276,0.8630711026489735,1.0,0.5
156,третий_ADJ,0.0009550006804470125,0.44596897810697556,0.9792668608715758,0.5,-0.5
157,главный_ADJ,0.0012971014435923466,0.37686142494203523,0.9839698425494134,0.0,0.0
158,неполный_ADJ,3.8555110105573726e-05,0.36150117963552475,0.9758117443416268,0.5,0.0
159,приемный_ADJ,3.881853654812142e-05,0.35097449366003275,0.940222204996644,0.0,0.5
160,лестничный_ADJ,4.062139572704929e-05,0.3021561224013567,0.9201172878965735,0.5,0.5
161,воспитательный_ADJ,4.040107680012134e-05,0.34634681371971965,0.969169455114752,-0.5,0.5
162,газовый_ADJ,9.330751739817062e-05,0.3586944108828902,0.9132714550942183,0.5,0.5
163,книжный_ADJ,9.351186371886579e-05,0.3681198637932539,0.9542387537658215,0.5,0.5
164,ленинградский_ADJ,0.0001483235024179981,0.3695514500650461,0.9830667662772612,0.0,0.0
165,положенный_ADJ,0.00014258300492406972,0.46611432411009446,0.9917401424609125,0.5,0.0
166,величайший_ADJ,3.177523228551903e-05,0.3034888282418251,0.960020431317389,0.0,0.5
167,указательный_ADJ,3.1460672584038635e-05,0.3202125341631472,0.7553062085062265,0.5,0.5
168,поздний_ADJ,0.0001348229178465271,0.3658228404237889,0.9829478049650788,0.0,0.0
169,письменный_ADJ,0.00013179106880089437,0.3469021115452051,0.9964752952218987,0.5,-0.5
170,существенный_ADJ,0.00014136096819449906,0.38221502117812634,0.9306090974714607,0.0,-0.5
171,ленинский_ADJ,0.00013560362132653691,0.3437111172825098,0.9824528602184728,-0.5,0.0
172,учебный_ADJ,0.00017817438081421956,0.4027164364233613,0.9950298138428479,0.5,0.5
173,прозрачный_ADJ,0.00017854316790641368,0.3581077344715595,0.9333702172152698,0.0,0.5
174,хорошо_ADJ,0.0003159660989824036,0.46149133442668244,0.980081751011312,0.5,-0.5
175,физический_ADJ,0.0003165307074751772,0.39439093112014234,0.9686688873916864,0.5,-0.5
176,одиночный_ADJ,2.759531905909606e-05,0.35176441818475723,0.9763563403394073,0.5,0.0
177,владимирский_ADJ,2.706547667432887e-05,0.31843386497348547,0.7397154867649078,0.5,0.5
178,тогдашний_ADJ,0.0001014768408999219,0.394613251904957,0.9975096963171382,0.5,0.0
179,влажный_ADJ,0.00010078206258640279,0.36116143193794414,0.8680933024734259,0.0,0.5
180,склонный_ADJ,6.911947630729379e-05,0.38760825991630554,0.9704748364165425,0.0,0.5
181,дневной_ADJ,6.778048137993204e-05,0.3766186530701816,0.9896111455745995,0.5,0.0
182,евангельский_ADJ,3.244865932131586e-05,0.3327071499079466,0.9761638705022051,0.0,0.5
183,ватный_ADJ,3.2289684871270124e-05,0.33436457673087716,0.6878340914845467,0.0,0.5
184,судебный_ADJ,0.0001138483031279175,0.36722357803955674,0.9934602172943414,0.0,0.5
185,кожаный_ADJ,0.00011389534144467652,0.35834387550130486,0.8087758328765631,0.5,0.5
186,табачный_ADJ,3.820088362274334e-05,0.3672757903113961,0.6792179606854916,0.5,0.5
187,верно_ADJ,3.822719961583077e-05,0.45250302739441395,0.8949160482734442,0.0,0.0
188,необычный_ADJ,0.00016609592330982335,0.4016766380518675,0.9602872811301495,0.0,0.5
189,восточный_ADJ,0.00016715593282857995,0.3937478009611368,0.9683115050429478,0.0,0.5
190,земляной_ADJ,3.6650695865958785e-05,0.3266257452778518,0.8641406875103712,-0.5,0.5
191,испуганный_ADJ,3.64957289543698e-05,0.3356134807690978,0.8174546379595995,0.5,0.0
192,редакционный_ADJ,3.507528878010038e-05,0.38197183702141047,0.9785882833530195,0.5,0.0
193,свой_ADJ,3.487261810081609e-05,0.36156260687857866,0.9794775366317481,0.5,0.5
194,политический_ADJ,0.0005370425800318745,0.4034037902019918,0.9805437510658521,0.0,0.0
195,отдельный_ADJ,0.0005132253071576862,0.43675809307023883,0.9666203076485544,0.0,0.5
196,верховный_ADJ,0.00013479548361767135,0.3442002162337303,0.952827195986174,1.0,0.5
197,длительный_ADJ,0.0001302537525964568,0.36103867064230144,0.9289573768619448,0.5,0.0
198,саратовский_ADJ,2.3741206266545343e-05,0.3863499005092308,0.7796193165704608,1.0,0.5
199,криминальный_ADJ,2.2915199945655867e-05,0.49598575229902053,0.8623113282956183,0.0,0.5
200,куриный_ADJ,3.2296271241967747e-05,0.3637924902141094,0.6971982233226299,0.0,0.5
201,страстной_ADJ,3.2243723074464605e-05,0.3312879893928766,0.9727347666630521,0.5,0.0
202,короткий_ADJ,0.00046896173176187055,0.4303343705832958,0.9717043208074756,0.0,-0.5
203,американский_ADJ,0.0004603968567257955,0.37221768125891685,0.9793941082898527,0.5,0.0
204,библейский_ADJ,3.618588402319511e-05,0.3693615309894085,0.9239342659711838,0.0,0.5
205,белоснежный_ADJ,3.621650413673414e-05,0.36205986328423023,0.7330278195440769,0.0,0.5
206,медный_ADJ,0.00012595192003202717,0.35437763668596745,0.819333859719336,0.5,0.5
207,утренний_ADJ,0.00012305134429976185,0.3508875072002411,0.9670239215483889,0.5,0.5
208,крестьянский_ADJ,8.516469194206995e-05,0.3682025717571378,0.9417719971388578,0.0,0.0
209,кровавый_ADJ,8.470131252140248e-05,0.3487435895949602,0.8942540697753429,0.5,0.5
210,сибирский_ADJ,8.781385038719265e-05,0.37373724207282066,0.9039744948968291,0.5,0.5
211,административный_ADJ,8.733864198329722e-05,0.4295376520603895,0.9885215819813311,0.0,0.0
212,любить_ADJ,5.44342455913935e-05,0.39858620340237394,0.9614578926702961,0.0,0.5
213,экологический_ADJ,5.444953915553664e-05,0.44351724442094564,0.95101600617636,1.0,0.0
214,2-й_ADJ,5.93305043561093e-05,0.31930756755173206,0.9142476934939623,1.0,0.5
215,многолетний_ADJ,6.0203464985980796e-05,0.3969207350164652,0.9751927729230374,0.0,0.5
216,вычислительный_ADJ,4.2948903977908936e-05,0.30632163025438786,0.9540965687483549,-0.5,0.5
217,теперешний_ADJ,4.343462445911703e-05,0.3938126642606221,0.9302384837064892,0.5,0.5
218,артиллерийский_ADJ,5.593419682566366e-05,0.32858262676745653,0.9418856449483428,0.5,0.5
219,бетонный_ADJ,5.5928391942785245e-05,0.3328360083978623,0.8925201902166009,0.0,0.5
220,полевой_ADJ,9.610014128802383e-05,0.3405148219317198,0.9671834052860504,0.0,0.5
221,таковой_ADJ,9.76917320484636e-05,0.48040600563399494,0.9383678552694619,0.5,-0.5
222,электронный_ADJ,0.00015079751015995124,0.35332795791327953,0.9939025422208942,0.5,0.0
223,конечный_ADJ,0.00015398546356305766,0.3944677682593465,0.964084473438561,0.5,0.0
224,липкий_ADJ,3.242568878450498e-05,0.33047684328630567,0.7414775416254997,0.0,0.5
225,возможно_ADJ,3.216629527944816e-05,0.4132043195422739,0.9254628866910934,0.0,0.0
226,голубой_ADJ,0.0003181923468889323,0.393174197524786,0.8874704428017139,0.0,0.5
227,национальный_ADJ,0.0003108786510674233,0.37743237614631653,0.9864857552602189,1.0,0.0
228,упругий_ADJ,3.905594825360193e-05,0.3090020641684532,0.8868385069072247,1.0,0.5
229,вторичный_ADJ,3.912471229642829e-05,0.4019351643510163,0.9893080029869452,-0.5,0.0
230,неподвижный_ADJ,9.855433447741373e-05,0.380362156778574,0.9839977028314024,0.0,0.0
231,краткий_ADJ,9.729822277219653e-05,0.3449781881645322,0.9579458103980869,0.5,0.5
232,беспокойный_ADJ,3.325007099791918e-05,0.3411627374589443,0.9305227538570762,0.5,0.5
233,термоядерный_ADJ,3.375490888278178e-05,0.28509007953107357,0.9779983175103553,0.5,0.5
234,функциональный_ADJ,3.337822638383657e-05,0.3649689070880413,0.9850074518471956,0.5,0.0
235,деятельный_ADJ,3.3375602357170116e-05,0.3124838899821043,0.9637029115110636,0.5,0.5
236,больший_ADJ,0.0004300918491159706,0.4213564246892929,0.951199596747756,0.5,0.5
237,синий_ADJ,0.00040101481054072616,0.41599817760288715,0.8806865718215704,0.5,0.5
238,биологический_ADJ,0.000134954959961358,0.3811396285891533,0.9731942976941355,0.0,0.5
239,шестой_ADJ,0.00014229506267144322,0.32664329558610916,0.9966181740164757,0.5,0.0
240,водный_ADJ,0.00011817436254306679,0.37264906661584973,0.9781690491363406,0.5,0.0
241,недавний_ADJ,0.0001168783784595238,0.3902645967900753,0.9857349742669612,0.5,0.0
242,сам_ADJ,0.00561538431878012,0.5439583975821733,0.9648535056039691,-0.5,0.0
243,нужный_ADJ,0.0025533575126484324,0.5237479265779257,0.9457703250859595,-0.5,0.0
244,фундаментальный_ADJ,4.6548623226162e-05,0.3825730453245342,0.9721982834162191,-0.5,0.0
245,глубинный_ADJ,4.671183635874412e-05,0.3499357085675001,0.9551704249461181,1.0,0.5
246,рыжий_ADJ,0.00015600921507368887,0.419583679176867,0.7718658093363047,0.5,0.5
247,последующий_ADJ,0.00015058854384871365,0.41730262874625623,0.9174741648603231,0.0,0.0
248,публичный_ADJ,6.43389855562031e-05,0.40311468997970223,0.9879209841601551,0.5,0.0
249,латинский_ADJ,6.462070039285168e-05,0.3619391741231084,0.9320255373604596,0.5,0.5
250,коммерческий_ADJ,7.340600397813996e-05,0.4431860279291868,0.9934933063632343,1.0,0.0
251,фашистский_ADJ,7.146715767670676e-05,0.32660592888714746,0.9372379006817937,-0.5,0.5
252,охотничий_ADJ,6.158578511459984e-05,0.3530632518231869,0.944481079466641,0.0,0.0
253,тоненький_ADJ,6.146852234660892e-05,0.349127902649343,0.7858538832515478,-0.5,0.5
254,ключевой_ADJ,3.924822050704027e-05,0.4202363910153508,0.9505029029678553,0.0,0.5
255,свинцовый_ADJ,3.893150953626283e-05,0.3616454601287842,0.8210926353931427,0.5,0.0
256,голландский_ADJ,3.126258734680165e-05,0.35533434711396694,0.7663856400176883,0.0,0.5
257,60-й_ADJ,3.068059956718793e-05,0.33837082888931036,0.8994387784041464,0.5,0.5
258,людской_ADJ,5.309908815868893e-05,0.35275856498628855,0.9569078013300896,0.5,0.0
259,гибкий_ADJ,5.292561484033578e-05,0.3573553138412535,0.9645134638994932,0.5,0.5
260,геологический_ADJ,6.682068376884271e-05,0.3891173042356968,0.9717167215421796,0.0,0.0
261,любовный_ADJ,6.496332370420777e-05,0.37843883829191327,0.9685829179361463,0.5,0.0
262,социалистический_ADJ,0.00023061669573724158,0.3605130244977772,0.9777029367396608,0.0,0.0
263,мокрый_ADJ,0.0002415712758703262,0.4238741844892502,0.8631581831723452,-0.5,0.0
264,береговой_ADJ,3.21997473038451e-05,0.3363592093810439,0.9031501458957791,0.5,0.5
265,древесный_ADJ,3.225996010427543e-05,0.3533999789506197,0.7514172904193401,0.0,0.5
266,вирусный_ADJ,2.624962355226316e-05,0.33438287675380707,0.9646611237549223,0.5,0.5
267,конституционный_ADJ,2.6219493335301417e-05,0.41135717649012804,0.9009178259293549,0.5,0.5
268,кухонный_ADJ,4.429466817392305e-05,0.36531958944397047,0.8219357263296843,-0.5,0.5
269,дубовый_ADJ,4.436586065165499e-05,0.33686583884991705,0.8054853193461895,0.5,0.5
270,веселой_ADJ,3.720508445889207e-05,0.3361602546647191,0.8302070405334234,0.0,0.5
271,жилищный_ADJ,3.734683974262227e-05,0.38134770933538675,0.9941576057863131,1.0,0.5
272,достаточный_ADJ,0.0002107132214724995,0.3959113657474518,0.953302108682692,0.5,0.0
273,прав_ADJ,0.00020895834248741327,0.37806517048738897,0.973002823535353,-0.5,0.5
274,сужден_ADJ,4.4158055621043896e-05,0.35881822742521763,0.9298871601931751,0.5,0.0
275,командный_ADJ,4.3902986664461614e-05,0.32824123464524746,0.9823665376752615,0.0,0.5
276,народный_ADJ,0.0004821552188733691,0.33457020577043295,0.9845080056693405,1.0,0.0
277,общественный_ADJ,0.00044038587658108187,0.40087740682065487,0.9857209580950439,0.5,0.0
278,-то_ADJ,3.7674728011834104e-05,0.37725531682372093,0.9373779487214051,0.0,0.5
279,реактивный_ADJ,3.771038011355369e-05,0.3093477850779891,0.936041358509101,0.5,0.5
280,мало_ADJ,4.374142537002883e-05,0.374437028542161,0.9875194258056581,0.5,0.5
281,белорусский_ADJ,4.383853210919062e-05,0.37785257608629763,0.922460446250625,0.5,0.5
282,зимний_ADJ,0.00016972804983134287,0.35659121070057154,0.9936198931536637,0.5,0.5
283,пожилой_ADJ,0.00017026874615127383,0.3860380928963423,0.9090352402999997,0.0,0.5
284,древний_ADJ,0.00042948556273009024,0.3731576446443796,0.9823671836929861,0.5,0.0
285,долгий_ADJ,0.00040145773200825515,0.38515726156765595,0.970418301934842,0.5,-0.5
