,WORD,60-70,70-80,80-90,90-00
0,best_ADJ,1.0894874259829521,0.2246565818786621,0.1588718295097351,0.27104365825653076
1,real_ADJ,1.0397029034793377,0.22930210828781128,0.23539865016937256,0.20814120769500732
2,lonely_ADJ,1.0310008209198713,0.1752987504005432,0.15660661458969116,0.19117766618728638
3,glad_ADJ,1.001623373478651,0.25405943393707275,0.21264100074768066,0.17632126808166504
4,disastrous_ADJ,0.9920536018908024,0.12693095207214355,0.06067383289337158,0.07251310348510742
5,unbelievable_ADJ,0.9061571955680847,0.11946254968643188,0.1107754111289978,0.0819854736328125
6,lucky_ADJ,1.0684628039598465,0.17718154191970825,0.1798865795135498,0.19971513748168945
7,terrifying_ADJ,0.944993507117033,0.1566677689552307,0.07650476694107056,0.10212588310241699
8,lousy_ADJ,0.9052425920963287,0.10433340072631836,0.11981189250946045,0.11375105381011963
9,unemployed_ADJ,0.9149264171719551,0.09657090902328491,0.04822582006454468,0.03266143798828125
10,ideal_ADJ,1.027435241267085,0.16636157035827637,0.20175129175186157,0.1591910719871521
11,fond_ADJ,1.028964452445507,0.12192469835281372,0.08476805686950684,0.08016663789749146
12,angry_ADJ,0.8873547986149788,0.2102542519569397,0.1987459659576416,0.18496662378311157
13,grateful_ADJ,0.9575432129204273,0.20334792137145996,0.17112666368484497,0.17727625370025635
14,interesting_ADJ,1.048078939318657,0.16147398948669434,0.16390472650527954,0.1622198224067688
15,whole_ADJ,1.0123481415212154,0.23347610235214233,0.24593257904052734,0.24961334466934204
16,worse_ADJ,0.9551337473094463,0.09009122848510742,0.05473810434341431,0.0769188404083252
17,crazy_ADJ,0.8558823466300964,0.2051854133605957,0.225385844707489,0.24474555253982544
18,urban_ADJ,1.0879075527191162,0.14726334810256958,0.16828584671020508,0.16412442922592163
19,anxious_ADJ,0.9553936421871185,0.18399536609649658,0.1807088851928711,0.19058012962341309
20,damn_ADJ,1.063954472541809,0.12991106510162354,0.12207865715026855,0.12338978052139282
21,corrupt_ADJ,0.9736717510968447,0.12248903512954712,0.07818615436553955,0.09833711385726929
22,rich_ADJ,1.0570143274962902,0.17335569858551025,0.16795694828033447,0.15322238206863403
23,eligible_ADJ,0.9344780296087265,0.10600745677947998,0.07613128423690796,0.07873392105102539
24,delicate_ADJ,1.07929028570652,0.13829326629638672,0.1604619026184082,0.15427935123443604
25,honest_ADJ,1.1655621379613876,0.1651284098625183,0.16426944732666016,0.16710913181304932
26,sorry_ADJ,0.960758201777935,0.22705191373825073,0.20667850971221924,0.1952885389328003
27,afraid_ADJ,1.031361736357212,0.314858078956604,0.2970852255821228,0.30769824981689453
28,puzzled_ADJ,1.0688792988657951,0.06942391395568848,0.05686759948730469,0.0549587607383728
29,wicked_ADJ,1.0007180598913692,0.19652992486953735,0.024600744247436523,0.105948805809021
30,wrong_ADJ,1.0667813792824745,0.2292252779006958,0.22512656450271606,0.21704167127609253
31,fearful_ADJ,1.0260822717100382,0.1715618371963501,0.11900556087493896,0.12721586227416992
32,proud_ADJ,0.9617540463805199,0.19311535358428955,0.20403248071670532,0.17363053560256958
33,uneasy_ADJ,0.8504377454519272,0.15160316228866577,0.10409736633300781,0.09438824653625488
34,fair_ADJ,0.9407287165522575,0.2246379256248474,0.19130057096481323,0.17507392168045044
35,mighty_ADJ,0.9421138241887093,0.216949462890625,0.1455790400505066,0.12170100212097168
36,terrific_ADJ,0.9700399376451969,0.19621270895004272,0.14569753408432007,0.12097668647766113
37,impatient_ADJ,0.9705688282847404,0.16751956939697266,0.11774605512619019,0.10994082689285278
38,tragic_ADJ,1.0135088069364429,0.12265223264694214,0.08067023754119873,0.08911025524139404
39,mild_ADJ,0.9527131505310535,0.13612794876098633,0.09234541654586792,0.11418366432189941
40,excited_ADJ,0.8928969874978065,0.1017763614654541,0.12363266944885254,0.13237512111663818
41,annoyed_ADJ,1.0040247328579426,0.042607665061950684,0.06905120611190796,0.037613749504089355
42,funny_ADJ,1.0575909093022346,0.16600710153579712,0.2035018801689148,0.1989210844039917
43,sure_ADJ,1.0366378650069237,0.20205062627792358,0.2243577241897583,0.2066556215286255
44,hopeful_ADJ,0.960619542747736,0.14687120914459229,0.13360637426376343,0.1241452693939209
45,goddamned_ADJ,1.057846587151289,0.20415842533111572,0.07620424032211304,0.06605517864227295
46,complete_ADJ,0.9710195995867252,0.1814030408859253,0.19932717084884644,0.1901226043701172
47,hard_ADJ,1.0984750464558601,0.19574600458145142,0.2066386342048645,0.18221402168273926
48,disgusted_ADJ,0.9817914497107267,0.09992516040802002,0.05601257085800171,0.037885069847106934
49,sad_ADJ,1.062718577682972,0.18601852655410767,0.1845254898071289,0.1845070719718933
50,nervous_ADJ,0.836529478430748,0.177404522895813,0.17604899406433105,0.1539430022239685
51,dear_ADJ,1.0122784543782473,0.1902267336845398,0.1765649914741516,0.19314903020858765
52,little_ADJ,0.9474862925708294,0.23248964548110962,0.23206251859664917,0.20340847969055176
53,absolute_ADJ,1.0376610197126865,0.14615267515182495,0.14647811651229858,0.12565875053405762
54,lesser_ADJ,0.9877369645982981,0.14150357246398926,0.08048635721206665,0.08650875091552734
55,hideous_ADJ,0.9864919511601329,0.13488543033599854,0.08090400695800781,0.08859014511108398
56,goddamn_ADJ,1.1016231179237366,0.14556723833084106,0.1298961639404297,0.10346025228500366
57,peaceful_ADJ,0.9962628611829132,0.14394015073776245,0.111000657081604,0.12254148721694946
58,strong_ADJ,1.0632526651024818,0.2329397201538086,0.2131454348564148,0.1862453818321228
