,WORD,60-70,70-80,80-90,90-00
0,sane_ADJ,0.19608008861541748,0.1303119659423828,0.07887554168701172,0.06611967086791992
1,large_ADJ,0.16087961196899414,0.10084128379821777,0.09625715017318726,0.07966089248657227
2,available_ADJ,0.13892149925231934,0.10068035125732422,0.09177643060684204,0.07834070920944214
3,inevitable_ADJ,0.16304689645767212,0.1107754111289978,0.09779983758926392,0.1132095456123352
4,southern_ADJ,0.19272339344024658,0.12240004539489746,0.11145192384719849,0.09000939130783081
5,wider_ADJ,0.2656444311141968,0.09295666217803955,0.13669264316558838,0.08840173482894897
6,possible_ADJ,0.1441550850868225,0.09980040788650513,0.1199042797088623,0.108101487159729
7,temporary_ADJ,0.2113957405090332,0.11453181505203247,0.11711853742599487,0.10180997848510742
8,eventual_ADJ,0.17918294668197632,0.11087906360626221,0.06605494022369385,0.05573171377182007
9,constitutional_ADJ,0.15124869346618652,0.08774811029434204,0.08846300840377808,0.044963181018829346
10,monetary_ADJ,0.20743119716644287,0.09955352544784546,0.07524347305297852,0.0513918399810791
11,hostile_ADJ,0.15437054634094238,0.09846508502960205,0.0618475079536438,0.0670364499092102
12,childish_ADJ,0.13202810287475586,0.0660942792892456,0.04567760229110718,0.03872746229171753
13,precise_ADJ,0.20593416690826416,0.08911639451980591,0.07117676734924316,0.06997722387313843
14,human_ADJ,0.12074005603790283,0.07461804151535034,0.06779390573501587,0.07037150859832764
15,compelling_ADJ,0.05126535892486572,0.03577756881713867,0.03374093770980835,0.02311575412750244
16,greek_ADJ,0.16121512651443481,0.12973666191101074,0.10692328214645386,0.10206747055053711
17,circular_ADJ,0.12210404872894287,0.061189889907836914,0.05172246694564819,0.042063772678375244
18,operational_ADJ,0.21382689476013184,0.0794757604598999,0.06206941604614258,0.06684374809265137
19,unknown_ADJ,0.17590117454528809,0.11426478624343872,0.1083647608757019,0.10627567768096924
20,apparent_ADJ,0.14525747299194336,0.08502531051635742,0.07755780220031738,0.07272666692733765
21,black_ADJ,0.17806780338287354,0.11582064628601074,0.11284101009368896,0.07485264539718628
22,fabulous_ADJ,0.19356393814086914,0.12091755867004395,0.10741055011749268,0.10384488105773926
23,prone_ADJ,0.32046300172805786,0.12537997961044312,0.11649554967880249,0.06837695837020874
24,skilled_ADJ,0.2724549174308777,0.1002657413482666,0.09475874900817871,0.07809138298034668
25,ready_ADJ,0.27516108751296997,0.18073809146881104,0.18227338790893555,0.1756364107131958
26,dramatic_ADJ,0.15613359212875366,0.10070794820785522,0.11684411764144897,0.09472459554672241
27,ancient_ADJ,0.14210504293441772,0.0871019959449768,0.10279929637908936,0.08362793922424316
28,geographic_ADJ,0.23221629858016968,0.07438057661056519,0.07719916105270386,0.04399740695953369
29,adequate_ADJ,0.18101173639297485,0.07575535774230957,0.06125670671463013,0.06807690858840942
30,meaningless_ADJ,0.1726006269454956,0.10324358940124512,0.0696403980255127,0.0701361894607544
31,scholarly_ADJ,0.0808718204498291,0.07130342721939087,0.06540250778198242,0.03545713424682617
32,local_ADJ,0.17557811737060547,0.12144017219543457,0.10901319980621338,0.10840082168579102
33,pure_ADJ,0.18827837705612183,0.09989672899246216,0.08221405744552612,0.08939826488494873
34,abstract_ADJ,0.10980170965194702,0.08058542013168335,0.05459415912628174,0.03918725252151489
35,theoretical_ADJ,0.14567703008651733,0.1102442741394043,0.06933456659317017,0.06016039848327637
36,explosive_ADJ,0.1285284161567688,0.09003758430480957,0.07412928342819214,0.07944023609161377
37,rainy_ADJ,0.1771388053894043,0.11648893356323242,0.07092583179473877,0.05898922681808472
38,interstate_ADJ,0.1648600697517395,0.07908576726913452,0.07684081792831421,0.04489940404891968
39,ridiculous_ADJ,0.23019790649414062,0.12473231554031372,0.11808258295059204,0.08738923072814941
40,amused_ADJ,0.07954663038253784,0.04059511423110962,0.0408516526222229,0.03572094440460205
41,brave_ADJ,0.19478756189346313,0.14349573850631714,0.11678224802017212,0.08346742391586304
