,word,pre-soviet,soviet-post,mean
95,простой_ADJ,0.8318111896514893,0.8370020389556885,0.8344066143035889
96,противный_ADJ,0.6452252864837646,0.701003909111023,0.6731145977973938
97,прохладный_ADJ,0.7898985743522644,0.7984605431556702,0.7941795587539673
98,прямой_ADJ,0.7806817889213562,0.750740110874176,0.7657109498977661
99,пустой_ADJ,0.7701584696769714,0.8255574703216553,0.7978579699993134
100,растительный_ADJ,0.7266855239868164,0.7337040901184082,0.7301948070526123
101,резкий_ADJ,0.7998645901679993,0.7693676352500916,0.7846161127090454
102,резонный_ADJ,0.5238527059555054,0.6278785467147827,0.575865626335144
103,родной_ADJ,0.7680631875991821,0.8240134119987488,0.7960382997989655
104,свежий_ADJ,0.8018313646316528,0.7919866442680359,0.7969090044498444
105,сволочной_ADJ,,,
106,священный_ADJ,0.7096912860870361,0.7543199062347412,0.7320055961608887
107,семейный_ADJ,0.78229820728302,0.7757925391197205,0.7790453732013702
108,серый_ADJ,0.8257163166999817,0.8142685294151306,0.8199924230575562
109,сильный_ADJ,0.8890008926391602,0.8344112634658813,0.8617060780525208
110,слабый_ADJ,0.8395944237709045,0.845928430557251,0.8427614271640778
111,слащавый_ADJ,0.6326494216918945,0.5966682434082031,0.6146588325500488
112,смелый_ADJ,0.789087176322937,0.780819833278656,0.7849535048007965
113,соленый_ADJ,0.6626944541931152,0.6857413649559021,0.6742179095745087
114,страшный_ADJ,0.8600865602493286,0.8572605848312378,0.8586735725402832
115,строгий_ADJ,0.8280640840530396,0.8299899101257324,0.829026997089386
116,сумасшедший_ADJ,0.7060792446136475,0.7233570218086243,0.7147181332111359
117,сухой_ADJ,0.7439046502113342,0.7253604531288147,0.7346325516700745
118,счастливый_ADJ,0.8290494680404663,0.8377413153648376,0.833395391702652
119,сырой_ADJ,0.7394987344741821,0.750260591506958,0.7448796629905701
120,теплый_ADJ,0.8631676435470581,0.8410954475402832,0.8521315455436707
121,толстый_ADJ,0.816819429397583,0.7959427833557129,0.806381106376648
122,тонкий_ADJ,0.824202835559845,0.8466342687606812,0.8354185521602631
123,трудный_ADJ,0.8989913463592529,0.9029708504676819,0.9009810984134674
124,тугой_ADJ,0.6994061470031738,0.7685760259628296,0.7339910864830017
125,тяжелый_ADJ,0.8298061490058899,0.853369951248169,0.8415880501270294
126,ужасный_ADJ,0.847544252872467,0.8097577691078186,0.8286510109901428
127,уместный_ADJ,0.7480343580245972,0.7630237340927124,0.7555290460586548
128,умный_ADJ,0.8825391530990601,0.842208206653595,0.8623736798763275
129,упрямый_ADJ,0.7441568970680237,0.6590403914451599,0.7015986442565918
130,холодный_ADJ,0.7938313484191895,0.8015649914741516,0.7976981699466705
131,хороший_ADJ,0.8810548186302185,0.8884105682373047,0.8847326934337616
132,человеческий_ADJ,0.8671047687530518,0.8533240556716919,0.8602144122123718
133,черный_ADJ,0.8494414687156677,0.8192245960235596,0.8343330323696136
134,чертов_ADJ,0.5194838047027588,0.6182453632354736,0.5688645839691162
135,четкий_ADJ,0.6070204973220825,0.7675367593765259,0.6872786283493042
136,чистый_ADJ,0.8510173559188843,0.811257004737854,0.8311371803283691
137,чудовищный_ADJ,0.7646782994270325,0.7782283425331116,0.771453320980072
138,элементарный_ADJ,0.7027116417884827,0.7209262251853943,0.7118189334869385
139,эффектный_ADJ,0.7890443205833435,0.7663695812225342,0.7777069509029388
140,яркий_ADJ,0.8378261923789978,0.8370819687843323,0.837454080581665
