,WORD,frequency,mean_dist_jaccard,sum_deltas_jaccard,mean_dist_globalanchors,sum_deltas_globalanchors,mean_dist_procrustes,sum_deltas_procrustes
0,full_ADJ,0.0005002717316935476,0.7237394957983193,0.3333333333333333,0.3778027445077896,0.3333333333333333,0.29291342198848724,1.0
1,study_ADJ,6.0837842667182276e-05,0.7659313725490196,0.3333333333333333,0.2991863042116165,-0.3333333333333333,0.36430807411670685,-0.3333333333333333
2,sign_ADJ,1.587742827186714e-05,0.8871689026487788,-0.6666666666666666,0.2950751930475235,0.3333333333333333,0.4138948321342468,-0.3333333333333333
3,historic_ADJ,3.71496300149996e-05,0.8839869281045751,0.0,0.2590833902359009,1.0,0.27923357486724854,0.3333333333333333
4,owned_ADJ,1.327044301693715e-05,0.6845238095238095,0.3333333333333333,0.2253541350364685,1.0,0.18611237406730652,0.3333333333333333
5,live_ADJ,0.00015358159566916614,0.6820728291316527,0.3333333333333333,0.37483613193035126,0.3333333333333333,0.3111453503370285,0.3333333333333333
6,regional_ADJ,5.229641313192129e-05,0.8541666666666666,0.3333333333333333,0.22869445383548737,1.0,0.3063978850841522,-0.3333333333333333
7,southern_ADJ,0.00010287718086216335,0.5439560439560439,0.3333333333333333,0.2426622360944748,1.0,0.28071169555187225,0.3333333333333333
8,ow_ADJ,1.3268910365392636e-05,0.8169934640522876,0.3333333333333333,0.35059113800525665,0.3333333333333333,0.3725881278514862,0.3333333333333333
9,foreign_ADJ,0.0002481264640823892,0.7683823529411764,0.3333333333333333,0.28384706377983093,0.3333333333333333,0.3219594359397888,1.0
10,added_ADJ,1.427268340021049e-05,0.8006535947712419,-0.3333333333333333,0.2563999146223068,-0.3333333333333333,0.23023472726345062,0.3333333333333333
11,teach_ADJ,1.726167370716571e-05,0.8361068111455108,0.0,0.24344581365585327,0.3333333333333333,0.2811240702867508,0.3333333333333333
12,technical_ADJ,7.043642371793971e-05,0.7822712418300652,1.0,0.22234873473644257,1.0,0.2477443814277649,0.3333333333333333
13,charming_ADJ,1.3943046757745818e-05,0.8169934640522876,-0.3333333333333333,0.1929553598165512,0.3333333333333333,0.2233298122882843,1.0
14,degree_ADJ,1.138294875208118e-05,0.8486842105263158,-0.3333333333333333,0.28544633090496063,0.3333333333333333,0.21435539424419403,0.3333333333333333
15,become_ADJ,9.14240827397273e-06,0.7867647058823529,0.0,0.25053463876247406,-0.3333333333333333,0.3526088148355484,0.3333333333333333
16,loan_ADJ,2.057870355438153e-05,0.8340643274853801,0.6666666666666666,0.2587498724460602,0.3333333333333333,0.2875819653272629,-0.3333333333333333
17,road_ADJ,2.7883057777731832e-05,0.8839869281045751,0.0,0.32435767352581024,0.3333333333333333,0.35973483324050903,0.3333333333333333
18,last_ADJ,0.0012957703876759208,0.387029637029637,0.3333333333333333,0.434648334980011,0.3333333333333333,0.16669121384620667,1.0
19,prospective_ADJ,1.4429645825305598e-05,0.8888888888888888,0.3333333333333333,0.2751641571521759,0.3333333333333333,0.26198136806488037,-0.3333333333333333
20,professional_ADJ,0.00012835771987313645,0.7212885154061623,1.0,0.25616222620010376,1.0,0.2907952070236206,1.0
21,press_ADJ,1.3329369616407668e-05,0.8447712418300654,0.6666666666666666,0.27881990373134613,-0.3333333333333333,0.35255275666713715,-0.3333333333333333
22,tribal_ADJ,1.596063287757988e-05,0.9164086687306503,-0.3333333333333333,0.21816140413284302,0.3333333333333333,0.29972706735134125,0.3333333333333333
23,dental_ADJ,1.0198103300448634e-05,0.6160714285714286,-0.3333333333333333,0.2311028242111206,1.0,0.2724113166332245,0.3333333333333333
24,continuous_ADJ,2.7653265663821533e-05,0.9590643274853801,0.3333333333333333,0.24635642766952515,0.3333333333333333,0.318635955452919,0.3333333333333333
25,predictable_ADJ,1.5565647740460516e-05,0.9181286549707602,-0.3333333333333333,0.20765067636966705,-0.3333333333333333,0.28087998926639557,-0.3333333333333333
26,house_ADJ,1.5685944107416373e-05,0.6754336349924586,0.3333333333333333,0.2312193214893341,1.0,0.2619534432888031,0.3333333333333333
27,worth_ADJ,0.00012191340659968163,0.5915750915750916,-0.6666666666666666,0.3567880094051361,1.0,0.24506130814552307,0.3333333333333333
28,drink_ADJ,1.9793796535902593e-05,0.945906432748538,0.0,0.25057388842105865,-0.3333333333333333,0.34530213475227356,0.3333333333333333
29,talent_ADJ,1.973388906532534e-05,0.7867647058823529,0.0,0.26715002954006195,0.3333333333333333,0.27390772104263306,0.3333333333333333
30,japanese_ADJ,6.26344888466657e-05,0.7058823529411766,0.0,0.37886500358581543,-0.3333333333333333,0.3347984701395035,-0.3333333333333333
31,scatter_ADJ,1.1904383483170027e-05,0.8031045751633987,-0.3333333333333333,0.17843987047672272,1.0,0.26879626512527466,0.3333333333333333
32,title_ADJ,1.2704273966534879e-05,0.9427244582043344,0.0,0.20368678867816925,0.3333333333333333,0.33323824405670166,0.3333333333333333
33,eighteen_ADJ,2.7823483897508714e-05,0.39743589743589747,0.0,0.31643201410770416,0.3333333333333333,0.30765679478645325,0.3333333333333333
34,now_ADJ,1.427463967659639e-05,0.8051470588235294,0.6666666666666666,0.38297274708747864,0.3333333333333333,0.4682364985346794,0.3333333333333333
35,policy_ADJ,1.2728413844524323e-05,0.8888888888888888,0.0,0.22899505496025085,0.3333333333333333,0.2781828045845032,0.3333333333333333
36,early_ADJ,0.0004791402833050649,0.29545454545454547,0.3333333333333333,0.37940968573093414,1.0,0.23540008068084717,1.0
37,want_ADJ,1.0562196115578024e-05,0.945906432748538,0.3333333333333333,0.33178912103176117,1.0,0.3809049129486084,0.3333333333333333
38,war_ADJ,2.8749376695620184e-05,0.5915750915750916,0.0,0.2734217792749405,0.3333333333333333,0.3091106563806534,-0.3333333333333333
39,wear_ADJ,1.0925349887790732e-05,0.8132309941520468,-0.3333333333333333,0.19823578000068665,0.3333333333333333,0.24929428100585938,0.3333333333333333
40,winn_ADJ,1.2076573327886027e-05,0.7748015873015872,0.0,0.3286436051130295,1.0,0.26560111343860626,0.3333333333333333
41,know_ADJ,1.6178400000713152e-05,0.5833333333333334,0.0,0.2777601033449173,0.3333333333333333,0.24556562304496765,-0.3333333333333333
42,arm_ADJ,1.7130723844332503e-05,0.7376283846872083,0.3333333333333333,0.241263747215271,1.0,0.23167596757411957,0.3333333333333333
43,stock_ADJ,4.6024980941298864e-05,0.7659313725490196,0.3333333333333333,0.3438914269208908,0.3333333333333333,0.37256981432437897,1.0
44,synthetic_ADJ,1.3063282881747524e-05,0.9164086687306501,0.0,0.15274707973003387,0.3333333333333333,0.21255964040756226,0.3333333333333333
45,steel_ADJ,1.455050482440646e-05,0.7267156862745099,-0.3333333333333333,0.1488044261932373,0.3333333333333333,0.21023747324943542,0.3333333333333333
46,move_ADJ,1.106625740843075e-05,0.9017887856897145,0.0,0.21752585470676422,1.0,0.3355392664670944,0.3333333333333333
47,strike_ADJ,2.3371513822266907e-05,0.9590643274853801,0.6666666666666666,0.32966114580631256,1.0,0.43071461468935013,1.0
48,expert_ADJ,1.895072754352441e-05,0.9444444444444444,0.0,0.2420390546321869,1.0,0.40285229682922363,0.3333333333333333
49,pow_ADJ,2.712110290344286e-05,0.7659313725490196,0.3333333333333333,0.26984187960624695,0.3333333333333333,0.2993175685405731,0.3333333333333333
50,earn_ADJ,1.289601990809978e-05,0.8888888888888888,0.3333333333333333,0.2590458244085312,-0.3333333333333333,0.37753842771053314,0.3333333333333333
51,illinois_ADJ,2.1145452552088507e-05,0.8169934640522876,0.3333333333333333,0.17178605496883392,0.3333333333333333,0.247200146317482,0.3333333333333333
52,yoing_ADJ,1.1393685855066114e-05,0.9035087719298245,0.0,0.22497235238552094,-0.3333333333333333,0.4044387936592102,0.3333333333333333
53,bill_ADJ,2.407441692116054e-05,0.6700064641241111,0.3333333333333333,0.27497442066669464,0.3333333333333333,0.27747365832328796,1.0
54,colonial_ADJ,2.8878624929551155e-05,0.8194444444444444,0.3333333333333333,0.22749340534210205,0.3333333333333333,0.2626057118177414,0.3333333333333333
55,faded_ADJ,1.2897301693632303e-05,0.8031045751633987,0.0,0.13215996325016022,1.0,0.1765730232000351,1.0
56,coastal_ADJ,2.1002188643067133e-05,0.8562091503267972,-0.3333333333333333,0.19381015002727509,0.3333333333333333,0.173869326710701,0.3333333333333333
57,notable_ADJ,1.770207922522457e-05,0.6636904761904763,0.6666666666666666,0.2206004112958908,1.0,0.241001158952713,-0.3333333333333333
58,forgote_ADJ,1.0504093117190861e-05,0.9164086687306501,-0.3333333333333333,0.2594738006591797,0.3333333333333333,0.2926550954580307,-0.3333333333333333
59,physiological_ADJ,9.452932153712095e-06,0.8177244582043344,0.6666666666666666,0.14797399938106537,1.0,0.193715900182724,0.3333333333333333
60,sacred_ADJ,2.3471724688113737e-05,0.7475490196078431,0.0,0.2547553926706314,0.3333333333333333,0.25214657187461853,0.3333333333333333
61,italian_ADJ,7.506830292894364e-05,0.7730816010614772,0.3333333333333333,0.24625061452388763,1.0,0.2809109389781952,0.3333333333333333
62,educational_ADJ,6.596649693616364e-05,0.7986111111111112,0.0,0.20942208170890808,0.3333333333333333,0.24265794456005096,0.3333333333333333
63,catholic_ADJ,7.884473761099582e-05,0.6428571428571429,0.0,0.2015686333179474,0.3333333333333333,0.28036247193813324,-0.3333333333333333
64,downtown_ADJ,2.3863569917288785e-05,0.75,0.0,0.207961305975914,1.0,0.18284882605075836,1.0
65,revolutionary_ADJ,4.231018372305414e-05,0.8398692810457515,0.0,0.19694413244724274,0.3333333333333333,0.2665911316871643,0.3333333333333333
66,lon_ADJ,1.4390394076090546e-05,0.8177244582043344,0.0,0.4090895503759384,-0.3333333333333333,0.24670666456222534,0.3333333333333333
67,need_ADJ,1.231074331147614e-05,0.7291666666666667,0.0,0.3085605949163437,1.0,0.3143020272254944,0.3333333333333333
68,convince_ADJ,9.080318052749838e-06,0.7986111111111112,0.0,0.1925801932811737,0.3333333333333333,0.3012890964746475,-0.3333333333333333
69,un_ADJ,2.1385826159847733e-05,0.9427244582043344,0.3333333333333333,0.17800748348236084,0.3333333333333333,0.3945600837469101,0.3333333333333333
70,write_ADJ,2.8104728839799146e-05,0.8031045751633986,0.6666666666666666,0.25534671545028687,0.3333333333333333,0.2295696884393692,0.3333333333333333
71,atlantic_ADJ,3.8545047650330924e-05,0.7267156862745099,-0.3333333333333333,0.23072081804275513,0.3333333333333333,0.27860692143440247,0.3333333333333333
72,civil_ADJ,0.00014424362727365292,0.7475490196078431,0.0,0.24325011670589447,1.0,0.282383069396019,0.3333333333333333
73,theoretical_ADJ,2.3752924986891328e-05,0.7683823529411764,0.3333333333333333,0.17560109496116638,0.3333333333333333,0.2602888196706772,0.3333333333333333
74,store_ADJ,1.5829134743394126e-05,0.8051470588235294,0.0,0.2548346072435379,1.0,0.37227803468704224,0.3333333333333333
75,glow_ADJ,1.1759232628264642e-05,0.8152734778121775,-0.3333333333333333,0.14857767522335052,0.3333333333333333,0.246481791138649,1.0
76,determined_ADJ,1.9430231614697065e-05,0.7923976608187135,0.6666666666666666,0.22251324355602264,0.3333333333333333,0.2863660752773285,-0.3333333333333333
77,hide_ADJ,3.144264259174267e-05,0.8316133470932232,0.0,0.23151895403862,0.3333333333333333,0.2695021480321884,-0.3333333333333333
78,blame_ADJ,1.1044480538659611e-05,0.9017887856897145,0.0,0.21621520817279816,0.3333333333333333,0.37203994393348694,0.3333333333333333
79,light_ADJ,6.989537917795631e-05,0.6875,0.6666666666666666,0.2002844661474228,-0.3333333333333333,0.2573602497577667,0.3333333333333333
