ID,WORD
339,conceited
340,concerned
341,concessive
342,conciliatory
343,concise
344,condemnable
345,condemnatory
346,condescending
347,confident
348,confined
349,confiscate
350,conflicting
351,confounded
352,confused
353,congenial
354,congested
355,congestive
356,conservative
357,considerate
358,consistent
359,conspicuous
360,conspiratorial
361,constructive
362,consummate
363,contagious
364,contaminated
365,contaminative
366,contemptible
367,contemptuous
368,contentious
369,contrary
370,contrasty
371,contrite
372,contrived
373,controversial
374,convenient
375,convoluted
376,cool
377,cooperative
378,correct
379,corrective
380,corrupt
381,corrupted
382,corruptible
383,corruptive
384,costly
385,courageous
386,courteous
387,courtly
388,covetous
389,cowardly
390,cozy
391,crabbed
392,crabby
393,crackbrained
394,cracked
395,crafty
396,cramped
397,cranky
398,crappy
399,crass
400,craven
401,crazy
402,creative
403,credible
404,credulous
405,creepy
406,crippled
407,crisp
408,critical
409,crooked
410,crowded
411,crude
412,cruel
413,crummy
414,crumpled
415,crushed
416,crushing
417,crying
418,cryptic
419,culpable
420,cumbersome
421,curious
422,cursed
423,curt
424,cushy
425,cute
426,cynical
427,damaged
428,damaging
429,damn
430,damnable
431,damnatory
432,damned
433,damning
434,dangerous
435,daring
436,dark
437,darkened
438,darkening
439,dashing
440,dastard
441,dastardly
442,daunting
443,dauntless
444,dazed
445,dazzled
446,dazzling
447,dead
448,dead-on
449,deadly
450,deaf
451,deathlike
452,debatable
453,debauched
454,debonair
455,decadent
456,decayed
457,deceitful
458,decent
459,deceptive
460,decisive
461,decrepit
462,defeated
463,defective
464,defensive
465,defiant
466,deficient
467,deformed
468,deft
469,defunct
470,degenerate
471,degenerative
472,dejected
473,delayed
474,delectable
475,delicate
476,delicious
477,delighted
478,delightful
479,delinquent
480,delusive
481,deluxe
482,demonic
483,demoralizing
484,dense
485,dented
486,dependable
487,deplorable
488,depraved
489,depressant
490,depressed
491,deprived
492,derisive
493,derogative
494,derogatory
495,deserving
496,desiccated
497,desirable
498,desirous
499,desolate
500,despairing
501,desperate
502,despicable
503,despised
504,despondent
505,despotic
506,destitute
507,destructive
508,desultory
509,deterrent
510,detestable
511,detested
512,detractive
513,detrimental
514,devilish
515,devious
516,devout
517,dexterous
518,dextrous
519,diabolic
520,diabolical
521,dictatorial
522,difficult
523,dignified
524,dilapidated
525,diligent
526,dim
527,dinky
528,diplomatic
529,dire
530,dirt
531,dirty
532,disabled
533,disadvantaged
534,disadvantageous
535,disaffected
536,disagreeable
537,disappointed
538,disappointing
539,disastrous
540,disconcerted
541,disconcerting
542,disconsolate
543,discontented
544,discontinued
545,discontinuous
546,discordant
547,discouraging
548,discourteous
549,discreet
550,discrepant
551,disdainful
552,disgraced
553,disgraceful
554,disgruntled
555,disgusted
556,disgustful
557,disgusting
558,disheartening
559,dishonest
560,dishonorable
561,disillusioned
562,disinclined
563,disingenuous
564,disintegrative
565,disinterested
566,disliked
567,dislocated
568,disloyal
569,dismal
570,dismayed
571,dismissive
572,disobedient
573,disordered
574,disorderly
575,disorganized
576,disoriented
577,disparaging
578,dispensable
579,dispirited
580,dispiriting
581,displeased
582,displeasing
583,disproportionate
584,disputable
585,disputed
586,disquieted
587,disquieting
588,dissatisfied
589,dissident
590,dissolute
591,dissuasive
592,distasteful
593,distinctive
594,distinguished
595,distorted
596,distraught
597,distressed
598,distressing
599,distrustful
600,disturbed
601,disturbing
602,divergent
603,diversified
604,divine
605,dizzy
606,doddering
607,dogged
608,dogmatic
609,dominant
610,dominated
611,domineering
612,doomed
613,doubtful
614,dour
615,downcast
616,downhearted
617,drab
618,draconian
619,drained
620,dramatic
621,drastic
622,dreadful
623,dreamy
624,dreary
625,drippy
626,drooping
627,drunk
628,drunken
629,dubious
630,dubitable
631,dud
632,dull
633,dumb
634,dumbfounded
635,dumbfounding
636,durable
637,dusty
638,dying
639,dynamic
640,eager
641,earnest
642,earsplitting
643,eased
644,easy
645,easygoing
646,ebullient
647,eccentric
648,economical
649,ecstatic
650,educated
651,educative
652,effective
653,effectual
654,efficacious
655,efficient
656,effortless
657,egocentric
658,egoistic
659,egotistic
660,egotistical
661,egregious
662,elated
663,eldritch
664,elegant
665,eloquent
666,emaciated
667,embarrassing
668,eminent
669,emphatic
670,enchanted
671,endearing
672,energetic
673,enhanced
674,enjoyable
675,enormous
676,enraptured
677,enterprising
678,entertaining
679,enthusiastic
680,enticing
681,entranced
682,entrancing
683,enviable
684,envious
685,epic
686,epicurean
687,equitable
688,equivocal
689,errant
690,erratic
691,erroneous
692,erudite
693,estranged
694,ethical
695,evasive
696,even
697,eventful
698,everlasting
699,evil
700,evocative
701,exalted
702,exasperated
703,exasperating
704,exceeding
705,excellent
706,exceptional
707,excessive
708,excitant
709,excited
710,exciting
711,excruciating
712,exemplary
713,exhausted
714,exhilarating
715,exorbitant
716,expeditious
717,expensive
718,expiratory
719,expired
720,explosive
721,exquisite
722,extraneous
723,extraordinary
724,extravagant
725,extremist
726,eye-catching
727,fabulous
728,fainthearted
729,fair
730,faithful
731,faithless
732,fallacious
733,fallen
734,false
735,faltering
736,famed
737,famished
738,famous
739,fanatic
740,fanatical
741,fanciful
742,fancy
743,fantastic
744,farcical
745,farfetched
746,fashionable
747,fast
748,fastidious
749,fat
750,fatal
751,fatalistic
752,fateful
753,fatigued
754,fatty
755,fatuous
756,faultless
757,faulty
758,favorable
759,favored
760,fearful
761,fearless
762,fearsome
763,feckless
764,feeble
765,feebleminded
766,felicitous
767,fell
768,ferocious
769,fertile
770,fervent
771,fervid
772,festive
773,fetid
774,feverish
775,fickle
776,fictional
777,fictitious
778,fiddling
779,fidgety
780,fiendish
781,fierce
782,filthy
783,fine
784,fine-looking
785,finicky
786,firm
787,first-class
788,first-rate
789,fishy
790,flabbergasted
791,flagrant
792,flakey
793,flaky
794,flat
795,flawed
796,flawless
797,fleeting
798,flexible
799,flighty
800,flimsy
801,flourishing
802,fluent
803,fond
804,foolhardy
805,foolish
806,forbidden
807,forbidding
808,forceful
809,foreboding
810,forfeit
811,forged
812,forgetful
813,forlorn
814,formidable
815,fortuitous
816,fortunate
817,foul
818,fractious
819,fragile
820,fragmented
821,frail
822,frantic
823,fraudulent
824,fraught
825,free
826,frenetic
827,frenzied
828,fresh
829,fretful
830,fried
831,friendless
832,friendly
833,frightful
834,frigid
835,fringy
836,frozen
837,frugal
838,fruitful
839,fruitless
840,frustrated
841,frustrating
842,fucking
843,funky
844,fussy
845,fusty
846,futile
847,futuristic
848,fuzzy
849,gainful
850,gallant
851,galling
852,garish
853,gauche
854,gaudy
855,gawky
856,gay
857,generous
858,gentle
859,genuine
860,ghastly
861,giddy
862,gifted
863,glad
864,glamorous
865,gleeful
866,glib
867,glistening
868,gloomy
869,glorious
870,glowing
871,glum
872,god-awful
873,godlike
874,good
875,goofy
876,gorgeous
877,graceful
878,graceless
879,gracious
880,grainy
881,grand
882,grateful
883,gratifying
884,grating
885,gratuitous
886,grave
887,greasy
888,great
889,greathearted
890,greedy
891,grievous
892,grim
893,grisly
894,gritty
895,groovy
896,gross
897,grotesque
898,grouchy
899,groundbreaking
900,groundless
901,grudging
902,gruesome
903,gruff
904,grumpy
905,guiltless
906,guilty
907,gutless
908,gutsy
909,haggard
910,halcyon
911,halfhearted
912,hallowed
913,handicapped
914,hands-down
915,handsome
916,handy
917,haphazard
918,hapless
919,happy
920,harassed
921,hard
922,hard-line
923,hardened
924,hardhearted
925,hardy
926,harmful
927,harmless
928,harmonious
929,harried
930,harsh
931,hasty
932,hated
933,hateful
934,haughty
935,haunting
936,hawkish
937,haywire
938,hazardous
939,hazy
940,healthful
941,healthy
942,heart-whole
943,heartfelt
944,heartless
945,hearty
946,heavenly
947,heavy-handed
948,heavyhearted
949,hectic
950,hedonistic
951,heedless
952,hefty
953,heinous
954,helpful
955,helpless
956,heretical
957,heroic
958,hideous
959,high-priced
960,high-spirited
961,hilarious
962,ho-hum
963,hollow
964,holy
965,homicidal
966,honest
967,honorable
968,honored
969,hopeful
970,hopeless
971,horrendous
972,horrible
973,horrid
974,horrific
975,horrified
976,horrifying
977,hospitable
978,hostile
979,hot
980,hotheaded
981,huffish
982,huffy
983,humble
984,humid
985,humiliating
986,humorous
987,humourous
988,hurt
989,hypocritical
990,hysteric
991,hysterical
992,icky
993,ideal
994,idiotic
995,idle
996,idolized
997,idyllic
998,ignoble
999,ignominious
1000,ignorant
1001,ill
1002,ill-advised
1003,ill-conceived
1004,ill-defined
1005,ill-fated
1006,ill-favored
1007,ill-mannered
1008,ill-natured
1009,ill-sorted
1010,ill-tempered
1011,ill-timed
1012,ill-treated
1013,illegal
1014,illegitimate
1015,illicit
1016,illusory
1017,illustrious
1018,imaginary
1019,imaginative
1020,immaculate
1021,immaterial
1022,immature
1023,immense
1024,immoderate
1025,immodest
1026,immoral
1027,immovable
1028,impaired
1029,impartial
1030,impassioned
1031,impatient
1032,impeccable
1033,impending
1034,imperfect
1035,imperial
1036,imperialist
1037,imperious
1038,impermissible
1039,impersonal
1040,impertinent
1041,impetuous
1042,impious
1043,implacable
1044,implausible
1045,impolite
1046,impolitic
1047,important
1048,importunate
1049,impossible
1050,impotent
1051,impoverished
1052,impractical
1053,imprecise
1054,impressed
1055,impressionable
1056,improbable
1057,improper
1058,improved
1059,imprudent
1060,impudent
1061,impulsive
1062,impure
1063,inaccurate
1064,inactive
1065,inadequate
1066,inadvisable
1067,inane
1068,inappropriate
1069,inapt
1070,inarticulate
1071,inattentive
1072,inaudible
1073,incapable
1074,incautious
1075,incendiary
1076,incessant
1077,inclement
1078,incognizant
1079,incoherent
1080,incommensurate
1081,incomparable
1082,incompatible
1083,incompetent
1084,incomplete
1085,incomprehensible
1086,inconceivable
1087,incongruous
1088,inconsequent
1089,inconsequential
1090,inconsiderate
1091,inconsistent
1092,inconsolable
1093,inconstant
1094,inconvenient
1095,incorrect
1096,incorrigible
1097,incredible
1098,incredulous
1099,indecent
1100,indecisive
1101,indefensible
1102,indelicate
1103,indeterminable
1104,indeterminate
1105,indifferent
1106,indigent
1107,indignant
1108,indiscreet
1109,indiscriminate
1110,indiscriminating
1111,indistinguishable
1112,individual
1113,individualized
1114,indolent
1115,indulgent
1116,industrious
1117,ineffective
1118,ineffectual
1119,inefficacious
1120,inefficient
1121,inelegant
1122,ineligible
1123,ineluctable
1124,inept
1125,inequitable
1126,inescapable
1127,inessential
1128,inestimable
1129,inevitable
1130,inexcusable
1131,inexorable
1132,inexpensive
1133,inexperienced
1134,inexpert
1135,inexpiable
1136,inextricable
1137,infallible
1138,infamous
1139,infected
1140,infective
1141,inferior
1142,infernal
1143,infirm
1144,inflammatory
1145,inflatable
1146,inflated
1147,inflationary
1148,inflexible
1149,influential
1150,ingenious
1151,ingenuous
1152,inglorious
1153,inhospitable
1154,inhuman
1155,inhumane
1156,inimical
1157,iniquitous
1158,injudicious
1159,injurious
1160,innocuous
1161,innovative
1162,inoperable
1163,inopportune
1164,inordinate
1165,insane
1166,insatiable
1167,insecure
1168,insensible
1169,insensitive
1170,insidious
1171,insightful
1172,insignificant
1173,insincere
1174,insolent
1175,insolvent
1176,instructive
1177,insubordinate
1178,insubstantial
1179,insufferable
1180,insufficient
1181,insular
1182,insupportable
1183,insurmountable
1184,integral
1185,integrated
1186,integrative
1187,intelligent
1188,intelligible
1189,intense
1190,interesting
1191,intermittent
1192,intimate
1193,intolerable
1194,intoxicant
1195,intoxicated
1196,intractable
1197,intransigent
1198,intrusive
1199,intuitive
1200,inundated
1201,invalid
1202,invaluable
1203,inventive
1204,invidious
1205,invincible
1206,inviolable
1207,inviolate
1208,invisible
1209,involuntary
1210,invulnerable
1211,irascible
1212,irksome
1213,ironic
1214,ironical
1215,irrational
1216,irreconcilable
1217,irrecoverable
1218,irredeemable
1219,irregular
1220,irrelevant
1221,irreparable
1222,irreplaceable
1223,irrepressible
1224,irreproachable
1225,irresistible
1226,irresolute
1227,irresponsible
1228,irretrievable
1229,irreversible
1230,irritable
1231,irritated
1232,irritating
1233,isolable
1234,isolated
1235,jade
1236,jaded
1237,jagged
1238,jarring
1239,jealous
1240,jerky
1241,jittery
1242,jobless
1243,jolly
1244,jovial
1245,joyful
1246,joyous
1247,judicious
1248,jumpy
1249,just
1250,kaput
1251,keen
1252,killable
1253,kind
1254,kindly
1255,knowledgeable
1256,kooky
1257,lackadaisical
1258,lackluster
1259,laconic
1260,lame
1261,lamentable
1262,languid
1263,lanky
1264,lapsed
1265,lascivious
1266,latent
1267,laudable
1268,laughable
1269,lavish
1270,law-abiding
1271,lawful
1272,lawless
1273,lazy
1274,leaky
1275,lean
1276,lecherous
1277,leery
1278,legendary
1279,lemony
1280,lengthy
1281,lethal
1282,lethargic
1283,lewd
1284,liable
1285,licentious
1286,little
1287,likable
1288,like
1289,liked
1290,limited
1291,limp
1292,limpid
1293,lionhearted
1294,listless
1295,little-known
1296,lively
1297,loath
1298,loathsome
1299,logical
1300,lone
1301,lonely
1302,lonesome
1303,long-lasting
1304,long-winded
1305,loose
1306,lost
1307,loud
1308,lousy
1309,lovable
1310,loved
1311,lovely
1312,loving
1313,low-cost
1314,low-priced
1315,lowly
1316,loyal
1317,lucid
1318,lucky
1319,lucrative
1320,ludicrous
1321,lugubrious
1322,lukewarm
1323,luminous
1324,lumpy
1325,lurid
1326,lush
1327,luxuriant
1328,luxurious
1329,lyrical
1330,macabre
1331,mad
1332,magical
1333,magnanimous
1334,magnificent
1335,majestic
1336,maladjusted
1337,malcontent
1338,maledict
1339,malevolent
1340,malicious
1341,malign
1342,malignant
1343,malodorous
1344,manageable
1345,maniacal
1346,manic
1347,marginal
1348,marvelous
1349,masterful
1350,matchless
1351,matte
1352,mature
1353,mawkish
1354,meager
1355,mean
1356,meaningful
1357,meaningless
1358,measly
1359,meddlesome
1360,mediocre
1361,melodramatic
1362,memorable
1363,menacing
1364,mendacious
1365,menial
1366,merciful
1367,merciless
1368,meritorious
1369,merry
1370,mesmerized
1371,messy
1372,meticulous
1373,mighty
1374,militant
1375,mind-blowing
1376,mindless
1377,miraculous
1378,misbegotten
1379,mischievous
1380,miserable
1381,miserly
1382,misguided
1383,missed
1384,mistrustful
1385,misunderstood
1386,mock
1387,modern
1388,modest
1389,momentous
1390,monotonous
1391,monstrous
1392,monumental
1393,moody
1394,moot
1395,morbid
1396,mordant
1397,mortified
1398,mortifying
1399,motionless
1400,motivated
1401,motivative
1402,motiveless
1403,motley
1404,mournful
1405,muddy
1406,mulish
1407,mundane
1408,murderous
1409,murky
1410,mushy
1411,musty
1412,mysterious
1413,naive
1414,narrow
1415,nasty
1416,naughty
1417,nauseating
1418,neat
1419,nebulous
1420,needless
1421,needy
1422,nefarious
1423,negative
1424,neglected
1425,negligent
1426,nervous
1427,neurotic
1428,neuter
1429,nice
1430,nifty
1431,nimble
1432,noble
1433,noiseless
1434,nosey
1435,noteworthy
1436,notorious
1437,nourishing
1438,noxious
1439,numb
1440,obese
1441,objectionable
1442,oblique
1443,obliterable
1444,obliterate
1445,obliterated
1446,oblivious
1447,obnoxious
1448,obscene
1449,obscure
1450,obsessional
1451,obsessive
1452,obsolete
1453,obstinate
1454,obstructed
1455,obtainable
1456,obtrusive
1457,obtuse
1458,odd
1459,offensive
1460,officious
1461,ominous
1462,one-sided
1463,onerous
1464,open
1465,opinionated
1466,opportunistic
1467,optimal
1468,optimistic
1469,opulent
1470,outcast
1471,outmoded
1472,outraged
1473,outrageous
1474,outstanding
1475,overbearing
1476,overblown
1477,overdone
1478,overdue
1479,overjoyed
1480,overloaded
1481,oversize
1482,overstated
1483,overzealous
1484,pain-free
1485,painful
1486,painless
1487,pale
1488,paltry
1489,pampering
1490,paradoxical
1491,paralyzed
1492,paramount
1493,paranoid
1494,parlous
1495,partial
1496,partisan
1497,passe
1498,passionate
1499,passive
1500,pathetic
1501,patient
1502,patriotic
1503,peaceable
1504,peaceful
1505,peculiar
1506,pedantic
1507,peerless
1508,peevish
1509,peppy
1510,perfect
1511,perfidious
1512,perfunctory
1513,perilous
1514,permissible
1515,pernicious
1516,perplexed
1517,pertinacious
1518,perturbed
1519,pervasive
1520,perverse
1521,perverted
1522,pessimistic
1523,pestilent
1524,petty
1525,phenomenal
1526,phony
1527,picky
1528,picturesque
1529,pitiable
1530,pitiful
1531,pitiless
1532,playful
1533,pleasant
1534,pleased
1535,pleasing
1536,plentiful
1537,plush
1538,plushy
1539,poetic
1540,poignant
1541,pointless
1542,poised
1543,poisonous
1544,poky
1545,polish
1546,polished
1547,polite
1548,pompous
1549,poor
1550,poorly
1551,popular
1552,portable
1553,positive
1554,powerful
1555,powerless
1556,praiseworthy
1557,precarious
1558,precious
1559,precipitate
1560,precipitous
1561,precise
1562,preeminent
1563,preferable
1564,prejudicial
1565,premeditated
1566,preposterous
1567,presumptuous
1568,pretentious
1569,pretty
1570,priceless
1571,pricey
1572,primitive
1573,principled
1574,privileged
1575,probationary
1576,problematic
1577,prodigious
1578,productive
1579,profane
1580,proficient
1581,profound
1582,profuse
1583,progressive
1584,prohibitive
1585,prolific
1586,prominent
1587,promising
1588,promissory
1589,prompt
1590,proper
1591,propitious
1592,prosperous
1593,protective
1594,protracted
1595,proud
1596,proven
1597,prudent
1598,punctual
1599,pungent
1600,puny
1601,pure
1602,purposeful
1603,puzzled
1604,puzzling
1605,quaint
1606,qualified
1607,quarrelsome
1608,queer
1609,questionable
1610,quick
1611,quiet
1612,rabid
1613,rackety
1614,radical
1615,ragged
1616,rampant
1617,ramshackle
1618,rancorous
1619,random
1620,raped
1621,rapid
1622,rapt
1623,rapturous
1624,rational
1625,razor-sharp
1626,reachable
1627,reactionary
1628,readable
1629,ready
1630,realistic
1631,realizable
1632,reasonable
1633,reasoned
1634,rebellious
1635,recalcitrant
1636,receptive
1637,reckless
1638,redeeming
1639,redemptive
1640,redolent
1641,redundant
1642,refined
1643,reformative
1644,reformed
1645,refreshed
1646,regal
1647,regressive
1648,regretful
1649,regrettable
1650,rejected
1651,rejective
1652,relaxant
1653,relaxed
1654,relentless
1655,reliable
1656,reluctant
1657,remarkable
1658,remorseful
1659,remorseless
1660,renewed
1661,renewing
1662,renowned
1663,replaceable
1664,reprehensible
1665,reproachful
1666,repugnant
1667,repulsive
1668,reputable
1669,resentful
1670,resilient
1671,resolute
1672,resourceful
1673,responsible
1674,responsive
1675,restless
1676,restricted
1677,restrictive
1678,retarded
1679,retentive
1680,reticent
1681,revengeful
1682,reverent
1683,revolting
1684,rewarding
1685,rich
1686,rickety
1687,ridiculous
1688,right
1689,righteous
1690,rightful
1691,rigid
1692,rigorous
1693,riled
1694,risky
1695,robust
1696,rocky
1697,romantic
1698,roomy
1699,rosy
1700,rotten
1701,rough
1702,rousing
1703,rude
1704,ruffianly
1705,ruined
1706,run-down
1707,rust
1708,rusty
1709,ruthless
1710,sad
1711,safe
1712,sage
1713,saintly
1714,salacious
1715,salutary
1716,sanctimonious
1717,sane
1718,sarcastic
1719,sardonic
1720,satirical
1721,satisfactory
1722,satisfied
1723,savage
1724,scaly
1725,scandalous
1726,scant
1727,scarce
1728,scared
1729,scarred
1730,scary
1731,scathing
1732,scenic
1733,sceptical
1734,scorching
1735,scornful
1736,screwy
1737,scummy
1738,seasoned
1739,second-class
1740,secretive
1741,secure
1742,sedentary
1743,seedy
1744,self-defeating
1745,self-serving
1746,self-sufficient
1747,selfish
1748,senile
1749,sensational
1750,senseless
1751,sensible
1752,sensitive
1753,serene
1754,severe
1755,sexy
1756,shabby
1757,shadowy
1758,shady
1759,shaky
1760,shallow
1761,sham
1762,shameful
1763,shameless
1764,sharp
1765,shivery
1766,shocked
1767,shoddy
1768,short-lived
1769,shortsighted
1770,shrill
1771,sick
1772,sickening
1773,sickly
1774,significant
1775,silent
1776,silly
1777,simplified
1778,simplistic
1779,sincere
1780,sinful
1781,sinister
1782,skeptical
1783,sketchy
1784,skilled
1785,skillful
1786,skimpy
1787,skinny
1788,skittish
1789,slack
1790,sleazy
1791,sleek
1792,slick
1793,slimed
1794,sloppy
1795,slothful
1796,slow
1797,sluggish
1798,sly
1799,smallish
1800,smart
1801,smelling
1802,smitten
1803,smooth
1804,smug
1805,smutty
1806,snappish
1807,snappy
1808,snazzy
1809,sneaky
1810,sneering
1811,snobbish
1812,snobby
1813,sobering
1814,sociable
1815,soft
1816,solemn
1817,solicitous
1818,solid
1819,somber
1820,soothing
1821,sophisticated
1822,sore
1823,sorrowful
1824,sorry
1825,soulful
1826,sound
1827,sour
1828,spacious
1829,sparkling
1830,speedy
1831,spirited
1832,spiritless
1833,spiritual
1834,spiteful
1835,splendid
1836,spoiled
1837,spontaneous
1838,spooky
1839,sporadic
1840,sporty
1841,spotless
1842,spotty
1843,sprightly
1844,spurious
1845,stable
1846,stagnant
1847,stainless
1848,stale
1849,stark
1850,startling
1851,stately
1852,static
1853,statuesque
1854,staunch
1855,steadfast
1856,steady
1857,steep
1858,stereotyped
1859,stereotypical
1860,stern
1861,sticky
1862,stiff
1863,stinging
1864,stodgy
1865,stormy
1866,straightforward
1867,strained
1868,strange
1869,streaky
1870,streamlined
1871,strenuous
1872,stricken
1873,strict
1874,strident
1875,stringent
1876,strong
1877,struck
1878,stubborn
1879,stuck
1880,stuffy
1881,stunned
1882,stunted
1883,stupid
1884,sturdy
1885,stylish
1886,stylized
1887,suave
1888,subdued
1889,sublimate
1890,sublime
1891,submissive
1892,subordinate
1893,subservient
1894,subsidized
1895,successful
1896,sufficient
1897,suicidal
1898,sullen
1899,sumptuous
1900,sunk
1901,sunken
1902,super
1903,superb
1904,superficial
1905,superfluous
1906,superior
1907,superstitious
1908,supple
1909,supported
1910,supportive
1911,supreme
1912,surreal
1913,susceptible
1914,suspect
1915,suspicious
1916,sustainable
1917,swagger
1918,swanky
1919,sweet
1920,sweetheart
1921,swelled
1922,swollen
1923,sympathetic
1924,taboo
1925,tacky
1926,tangled
1927,tantalizing
1928,tardy
1929,tattered
1930,taut
1931,tawdry
1932,taxable
1933,taxing
1934,tedious
1935,temptable
1936,tempting
1937,tenacious
1938,tender
1939,tense
1940,tentative
1941,tenuous
1942,tepid
1943,terrible
1944,terrific
1945,testy
1946,tetchy
1947,thankful
1948,thankless
1949,thick
1950,thin
1951,thirsty
1952,thorny
1953,thoughtful
1954,thoughtless
1955,threatening
1956,thrifty
1957,thrilled
1958,thrilling
1959,thriving
1960,tickling
1961,tidy
1962,time-consuming
1963,timid
1964,tired
1965,tiresome
1966,tiring
1967,tolerable
1968,toll-free
1969,top
1970,top-notch
1971,top-quality
1972,topnotch
1973,tormented
1974,tortuous
1975,tortured
1976,totalitarian
1977,touchy
1978,tough
1979,toxic
1980,tragic
1981,traitorous
1982,tranquil
1983,transparent
1984,trapped
1985,traumatic
1986,treacherous
1987,trendy
1988,tricky
1989,trivial
1990,trouble-free
1991,troubled
1992,troublesome
1993,troubling
1994,trusted
1995,trustful
1996,trusting
1997,trustworthy
1998,trusty
1999,truthful
2000,tumultuous
2001,turbulent
2002,twisted
2003,two-faced
2004,tyrannical
2005,ugly
2006,ulterior
2007,unabashed
2008,unable
2009,unaccessible
2010,unaccustomed
2011,unachievable
2012,unaffected
2013,unafraid
2014,unappealing
2015,unassailable
2016,unavailable
2017,unbearable
2018,unbeatable
2019,unbelievable
2020,unbiased
2021,unbound
2022,uncaring
2023,uncertain
2024,uncivil
2025,unclean
2026,unclear
2027,uncollectible
2028,uncomfortable
2029,uncompromising
2030,unconditional
2031,unconfirmed
2032,unconstitutional
2033,uncontrolled
2034,unconvincing
2035,undamaged
2036,undaunted
2037,undecided
2038,undependable
2039,undersized
2040,understandable
2041,undesirable
2042,undetermined
2043,undignified
