,word,norm_mean_diff_vec
0,авантюрный_ADJ,0.07410959154367447
1,беззаботный_ADJ,0.05384412780404091
2,безликий_ADJ,0.07095957547426224
3,безупречный_ADJ,0.07763823121786118
4,бесподобный_ADJ,0.0
5,важный_ADJ,0.045778583735227585
6,вкусный_ADJ,0.043269284069538116
7,вонючий_ADJ,0.06815642863512039
8,воспитанный_ADJ,0.05732857063412666
9,вредный_ADJ,0.0517045333981514
10,выгодный_ADJ,0.04950447753071785
11,высокий_ADJ,0.04693297669291496
12,глупый_ADJ,0.06228459253907204
13,гнусный_ADJ,0.06593402475118637
14,голубой_ADJ,0.06399364769458771
15,грамотный_ADJ,0.05645734444260597
16,грязный_ADJ,0.052968744188547134
17,добрый_ADJ,0.05478931963443756
18,дорогой_ADJ,0.049500543624162674
19,достойный_ADJ,0.05182640999555588
20,дурацкий_ADJ,0.06110169738531113
21,душевный_ADJ,0.04454023391008377
22,дьявольский_ADJ,0.07254037261009216
23,жестокий_ADJ,0.05514691770076752
24,завидный_ADJ,0.0794721245765686
25,здоровый_ADJ,0.053608573973178864
26,зеленый_ADJ,0.06763675808906555
27,злостный_ADJ,0.05869976803660393
28,золотой_ADJ,0.055336736142635345
29,идеальный_ADJ,0.055703673511743546
30,известный_ADJ,0.048514459282159805
31,интеллигентный_ADJ,0.05166466534137726
32,интересный_ADJ,0.04553426429629326
33,искусный_ADJ,0.08080730587244034
34,каменный_ADJ,0.04170554503798485
35,качественный_ADJ,0.05269074812531471
36,классный_ADJ,0.05909861624240875
37,короткий_ADJ,0.05834466964006424
38,кошмарный_ADJ,0.07291112840175629
39,красивый_ADJ,0.04370656609535217
40,красный_ADJ,0.06634855270385742
41,критический_ADJ,0.055511169135570526
42,критичный_ADJ,0.0859905481338501
43,крупный_ADJ,0.04835895821452141
44,крутой_ADJ,0.05379871279001236
45,культурный_ADJ,0.05077119171619415
46,легендарный_ADJ,0.04431021958589554
47,легкий_ADJ,0.05964931473135948
48,лишний_ADJ,0.055524397641420364
49,лучший_ADJ,0.04886648431420326
50,любимый_ADJ,0.04726124927401543
51,мелкий_ADJ,0.05573247745633125
52,мягкий_ADJ,0.06289549171924591
53,наблюдательный_ADJ,0.062448300421237946
54,надежный_ADJ,0.046701595187187195
55,наибольший_ADJ,0.0452614389359951
56,настоящий_ADJ,0.051005929708480835
57,невыносимый_ADJ,0.06198868155479431
58,негативный_ADJ,0.050005730241537094
59,непревзойденный_ADJ,0.0
60,неприятный_ADJ,0.04861963912844658
61,нерадивый_ADJ,0.0729612410068512
62,неслыханный_ADJ,0.08354706317186356
63,несправедливый_ADJ,0.05797664821147919
64,неудачный_ADJ,0.05499366670846939
65,неуместный_ADJ,0.08175061643123627
66,низкий_ADJ,0.04395598918199539
67,нищенский_ADJ,0.0
68,нормальный_ADJ,0.05077836290001869
69,нудный_ADJ,0.0
70,обаятельный_ADJ,0.05690034478902817
71,обшарпанный_ADJ,0.0
72,опасный_ADJ,0.04867551475763321
73,острый_ADJ,0.05195363983511925
74,ответственный_ADJ,0.05847923457622528
75,открытый_ADJ,0.06590060144662857
76,отличный_ADJ,0.05621834844350815
77,педагогичный_ADJ,0.0
78,печальный_ADJ,0.04985790699720383
79,пикантный_ADJ,0.06575463712215424
80,пламенный_ADJ,0.0659341886639595
81,плохой_ADJ,0.058415405452251434
82,полезный_ADJ,0.05737621337175369
83,положительный_ADJ,0.053284287452697754
84,поразительный_ADJ,0.055860087275505066
85,последний_ADJ,0.04523502290248871
86,постный_ADJ,0.06083124876022339
87,правый_ADJ,0.06873524934053421
88,праздничный_ADJ,0.04715373367071152
89,превосходный_ADJ,0.06944461166858673
90,прекрасный_ADJ,0.05322512239217758
91,престижный_ADJ,0.047360923141241074
92,привлекательный_ADJ,0.04565102234482765
93,провинциальный_ADJ,0.05678851902484894
94,проклятый_ADJ,0.07113824784755707
95,простой_ADJ,0.05349167063832283
96,противный_ADJ,0.05475539341568947
97,прохладный_ADJ,0.060429640114307404
98,прямой_ADJ,0.07090245932340622
99,пустой_ADJ,0.05038885027170181
100,растительный_ADJ,0.048598743975162506
101,резкий_ADJ,0.04781278967857361
102,резонный_ADJ,0.06761544942855835
103,родной_ADJ,0.051888324320316315
104,свежий_ADJ,0.06288827955722809
105,сволочной_ADJ,0.0
106,священный_ADJ,0.048711515963077545
107,семейный_ADJ,0.05530516058206558
108,серый_ADJ,0.06352230906486511
109,сильный_ADJ,0.05725659802556038
110,слабый_ADJ,0.05818753316998482
111,слащавый_ADJ,0.0
112,смелый_ADJ,0.04961692541837692
113,соленый_ADJ,0.05172977223992348
114,страшный_ADJ,0.04788525402545929
115,строгий_ADJ,0.04895518347620964
116,сумасшедший_ADJ,0.05627848207950592
117,сухой_ADJ,0.06624753773212433
118,счастливый_ADJ,0.05265958607196808
119,сырой_ADJ,0.052361391484737396
120,теплый_ADJ,0.04906654357910156
121,толстый_ADJ,0.05430569872260094
122,тонкий_ADJ,0.04462742060422897
123,трудный_ADJ,0.050881147384643555
124,тугой_ADJ,0.0
125,тяжелый_ADJ,0.05325886234641075
126,ужасный_ADJ,0.05845176801085472
127,уместный_ADJ,0.0708746612071991
128,умный_ADJ,0.07897618412971497
129,упрямый_ADJ,0.06682994961738586
130,холодный_ADJ,0.0558614656329155
131,хороший_ADJ,0.05065356194972992
132,человеческий_ADJ,0.05056791380047798
133,черный_ADJ,0.06943010538816452
134,чертов_ADJ,0.0
135,четкий_ADJ,0.051320578902959824
136,чистый_ADJ,0.07336680591106415
