1	135	0.5	0
1	427	0.125	0
49	426	0.25	0
1	312	0.125	0
1	287	0.625	0
90	1	0.0	1
1	338	0.5	0
277	1	0.25	1
1	361	0.5	0
315	309	0.5	0
1	269	0.25	0
44	341	0.375	1
355	182	0.625	0
233	120	0.875	0
411	352	0.875	0
1	96	0.125	0
37	124	0.0	0
142	167	0.125	0
1	374	0.5	0
194	287	0.625	0
85	326	0.125	0
289	144	0.25	0
44	404	0.875	0
138	423	0.125	0
1	48	1.0	0
1	166	0.625	0
1	152	0.5	0
220	332	0.875	0
1	207	0.75	0
172	196	0.375	0
1	424	0.5	0
1	187	0.375	0
173	16	1.0	0
1	36	0.0	0
1	1	0.875	0
57	29	1.0	0
230	19	1.0	0
399	166	1.0	0
1	269	1.0	0
1	77	0.5	0
1	392	1.0	1
136	57	0.625	0
8	30	0.0	0
1	232	0.375	0
1	58	0.0	0
1	105	0.75	0
1	346	0.625	1
1	188	0.875	0
1	100	0.75	0
131	35	0.875	0
61	179	0.625	0
1	244	0.125	0
1	166	0.0	0
1	420	0.375	0
1	30	0.875	1
1	396	0.125	0
429	283	1.0	0
1	192	1.0	0
407	371	0.75	0
1	369	0.125	0
234	1	0.875	1
1	51	0.625	0
302	249	0.25	0
212	342	0.125	0
1	1	0.75	1
427	191	1.0	0
115	1	0.125	1
420	339	1.0	0
54	316	0.375	0
1	142	0.625	0
43	245	0.0	0
1	404	0.0	0
86	18	0.0	0
1	85	0.625	0
1	324	0.125	0
1	1	1.0	1
245	210	0.125	0
184	246	0.5	1
359	404	0.875	0
1	127	0.875	1
393	391	0.625	0
1	342	0.0	0
1	77	0.0	0
354	240	0.5	0
138	56	0.75	0
1	313	0.625	0
1	248	0.875	0
1	129	1.0	0
1	118	0.5	0
1	1	0.0	1
186	210	0.5	0
1	86	0.375	0
1	255	0.5	0
1	185	0.625	0
1	1	0.25	1
122	61	0.375	0
149	274	0.625	0
1	219	0.5	0
274	292	0.875	0
1	266	0.75	0
1	159	1.0	0
24	1	0.625	1
1	1	0.25	1
1	9	0.875	1
1	345	0.75	1
1	268	0.875	0
88	220	0.75	1
1	321	0.0	0
203	1	0.25	1
1	91	0.0	0
1	1	1.0	1
1	130	0.875	0
423	317	0.875	0
43	349	1.0	0
24	45	0.0	0
26	191	0.125	0
1	132	0.5	0
1	1	0.25	1
1	233	0.75	0
148	113	0.125	0
1	62	1.0	0
1	173	0.25	0
229	221	0.625	0
72	178	0.375	0
38	1	1.0	1
1	123	0.625	1
2	31	0.0	0
1	412	0.625	0
1	1	0.75	1
1	48	0.5	0
1	343	0.125	0
1	1	0.125	1
1	363	0.125	0
1	78	0.25	0
43	327	0.625	0
250	240	0.125	0
1	171	0.5	0
282	320	0.375	1
1	1	0.25	1
104	97	1.0	0
1	221	1.0	0
1	140	1.0	0
1	124	0.375	0
1	1	0.75	1
142	362	0.625	0
202	425	0.125	0
106	134	0.75	0
144	382	0.125	0
30	10	0.375	0
1	5	1.0	0
1	1	0.875	1
1	24	0.5	0
127	380	0.875	0
123	83	0.625	0
1	380	0.0	0
44	215	0.25	0
1	339	0.125	0
10	1	0.5	1
375	310	0.5	0
1	162	0.625	0
1	61	0.375	0
1	300	0.375	0
1	155	0.625	0
350	1	0.375	1
1	1	0.0	1
1	114	0.125	0
1	1	0.125	1
357	386	0.5	0
216	269	0.75	0
1	275	0.375	0
1	92	0.625	0
1	420	0.875	0
1	35	0.875	0
1	221	0.375	0
230	374	0.875	0
1	237	0.75	0
80	1	0.75	1
212	1	0.125	1
1	267	0.75	0
392	194	1.0	0
19	205	0.0	0
1	171	0.75	0
284	1	0.625	1
313	346	0.25	0
1	289	0.0	0
1	153	0.375	0
1	55	0.5	0
1	1	0.5	1
1	139	0.0	0
1	337	0.75	0
45	1	0.0	1
1	331	0.875	0
66	267	0.0	0
280	354	0.625	0
1	416	0.0	0
203	1	0.125	1
91	421	1.0	0
1	204	0.0	0
195	387	0.625	0
1	171	0.25	0
1	44	0.5	1
1	42	0.5	0
126	265	0.375	0
1	315	0.75	0
245	194	0.625	0
1	78	0.125	0
1	264	0.25	0
370	360	0.5	1
1	163	0.75	0
1	336	0.375	0
1	6	0.0	1
42	1	0.25	1
138	141	1.0	0
1	1	0.125	1
1	263	0.25	0
1	281	0.625	0
1	413	0.75	0
86	411	0.0	0
1	175	1.0	0
405	34	0.75	1
160	1	0.5	1
1	167	0.75	0
29	169	0.375	0
1	328	0.75	0
1	318	0.75	0
1	64	0.375	0
1	49	0.5	0
22	382	0.0	0
1	120	0.75	0
1	1	0.625	1
1	1	0.5	1
1	1	0.0	1
241	390	0.75	0
1	85	0.125	1
1	1	1.0	1
261	1	0.875	1
1	316	0.75	1
373	380	0.5	1
1	66	0.625	0
1	300	0.75	0
242	74	0.125	0
1	348	0.25	0
1	72	0.875	0
34	145	0.625	1
195	87	0.125	0
1	90	0.125	1
1	395	0.625	0
381	1	0.875	1
203	223	0.125	0
42	23	0.125	0
291	132	0.375	0
245	244	0.625	0
1	56	0.125	1
283	338	1.0	1
1	255	0.375	0
1	241	0.5	0
1	396	0.875	0
333	1	0.875	1
1	233	0.625	0
180	158	0.625	0
89	323	0.625	0
409	89	0.75	1
8	150	0.625	0
1	1	0.25	1
56	281	1.0	0
144	152	0.75	1
1	111	0.625	0
1	171	0.5	0
150	230	0.625	1
92	12	0.75	0
23	93	0.125	0
1	371	0.5	0
188	18	0.125	0
245	4	0.625	0
1	1	0.625	1
1	104	0.5	0
43	1	0.5	1
126	119	1.0	0
1	255	0.25	0
86	331	0.625	0
1	193	0.625	0
1	126	0.625	0
1	172	0.375	0
1	231	0.875	0
242	1	0.125	1
172	31	0.75	0
151	57	0.875	0
1	15	0.625	0
1	139	0.625	1
1	50	0.375	0
1	255	0.5	0
161	44	0.0	0
1	375	0.25	0
141	67	0.875	0
1	305	0.5	0
1	295	0.75	1
120	259	0.875	0
25	405	0.625	0
1	1	0.5	1
1	221	0.5	1
407	70	0.75	0
1	46	0.5	0
1	381	0.25	0
1	59	0.375	0
37	304	0.0	0
53	198	0.125	0
266	253	0.625	0
1	1	0.25	1
1	1	0.0	1
1	355	0.625	1
1	264	0.0	0
1	258	0.375	0
156	83	0.625	0
1	412	0.0	0
1	23	0.625	0
1	191	1.0	0
214	366	0.5	0
1	289	0.125	0
1	136	0.875	0
241	90	0.125	0
203	1	1.0	1
1	199	0.0	0
1	222	0.25	0
106	276	0.25	1
1	305	1.0	0
67	415	0.75	0
188	387	0.125	0
30	258	0.75	0
1	144	0.25	0
156	201	0.25	0
1	279	1.0	0
143	350	0.375	0
1	379	1.0	0
1	221	0.75	1
399	302	0.875	0
333	326	0.875	0
1	3	0.75	0
1	156	0.625	0
1	150	0.125	0
1	276	0.0	0
41	1	0.75	1
1	138	0.25	0
67	422	1.0	0
1	270	1.0	0
9	259	0.0	0
1	1	0.125	1
1	180	0.625	0
1	416	0.5	0
44	45	0.5	0
30	391	0.5	0
263	120	0.5	0
1	368	0.875	0
342	237	0.375	0
1	283	0.75	0
1	195	0.5	0
1	403	0.5	0
46	1	0.25	1
316	1	0.5	1
410	1	1.0	1
123	340	0.0	0
1	36	1.0	0
1	13	0.375	0
1	341	0.625	0
1	299	0.375	0
1	193	0.875	0
1	125	1.0	0
1	317	0.625	1
44	349	0.625	0
8	1	0.75	1
226	320	0.75	0
1	389	0.0	0
392	307	0.625	0
170	1	0.625	1
1	51	0.75	0
1	86	0.25	0
3	141	0.25	0
1	399	0.75	0
334	368	0.375	0
1	270	0.875	1
1	1	1.0	1
1	252	1.0	0
1	1	0.875	1
72	426	0.375	0
1	297	0.875	0
207	1	0.125	1
1	48	0.625	0
1	310	0.125	0
68	1	0.25	1
1	169	0.0	0
1	418	0.625	0
1	396	0.0	0
1	42	0.0	0
1	1	0.125	1
1	69	0.125	1
14	11	0.0	1
1	1	0.0	1
1	261	0.25	0
1	411	0.625	0
354	195	0.5	0
8	1	0.625	1
416	241	0.875	0
1	81	1.0	1
1	56	0.125	1
1	343	0.875	0
1	36	0.875	0
139	147	1.0	0
229	90	0.125	0
108	82	0.5	0
1	393	0.75	0
180	1	0.25	1
287	48	0.25	0
1	338	0.125	0
314	33	1.0	0
206	182	0.125	0
1	345	0.875	0
1	1	0.0	0
1	187	0.875	0
1	104	0.125	1
1	305	0.75	0
1	355	0.5	0
238	44	0.875	1
30	65	0.25	0
1	271	0.75	0
382	81	0.75	0
143	417	0.125	0
1	46	1.0	0
1	41	0.0	0
253	107	0.25	0
183	322	0.75	0
139	363	0.625	0
118	369	0.5	0
1	45	0.75	0
1	328	0.875	0
114	221	1.0	0
195	157	0.125	0
430	1	1.0	1
1	272	0.5	0
48	294	0.125	0
226	165	0.75	0
96	430	0.625	0
152	174	0.375	0
27	182	0.0	0
1	294	0.25	0
1	122	0.125	0
32	363	0.75	0
1	113	0.625	0
1	355	0.5	0
350	400	0.375	0
1	327	0.0	0
1	1	0.625	1
1	280	0.0	0
1	221	1.0	0
173	120	1.0	0
240	282	0.375	0
2	419	0.625	0
1	158	0.25	0
283	187	0.75	0
288	213	0.5	0
390	408	0.625	0
1	13	0.5	0
1	93	0.25	0
1	235	0.25	0
1	391	0.125	0
1	193	0.75	0
77	274	0.25	0
1	13	0.75	0
1	231	0.875	0
152	240	0.375	0
78	381	1.0	0
1	46	0.625	0
1	1	0.25	1
24	191	0.75	0
401	179	0.75	0
1	147	0.125	0
1	144	0.875	0
323	87	0.375	0
33	261	0.5	0
1	53	0.25	0
91	256	0.75	1
1	373	0.5	1
1	15	0.5	0
1	158	0.75	0
156	183	0.5	0
1	101	0.125	0
1	280	0.75	0
188	291	0.125	0
1	280	0.75	0
30	266	0.75	0
1	322	0.625	0
184	76	0.625	0
109	1	0.25	1
1	321	0.5	0
197	203	1.0	0
1	107	0.0	0
126	23	0.625	0
1	371	0.0	0
1	248	0.875	0
1	145	0.0	0
367	341	0.5	0
87	347	0.875	0
299	338	1.0	0
1	248	0.75	0
1	351	0.375	1
1	340	0.75	0
117	1	0.0	1
1	272	0.75	0
198	353	0.125	0
276	380	0.25	0
370	122	0.5	0
306	170	0.25	1
1	341	0.75	0
1	328	0.125	0
1	144	0.5	0
1	102	0.25	0
147	64	0.125	1
1	367	0.0	0
1	373	0.375	0
1	240	0.625	0
1	410	0.875	0
1	270	0.75	0
1	314	0.625	0
1	236	0.0	0
284	242	0.375	0
1	415	0.375	0
1	1	0.375	1
416	351	0.875	0
63	24	0.0	1
102	317	0.0	0
177	242	0.0	0
24	201	0.25	0
24	311	0.25	0
145	174	0.25	0
1	316	0.5	0
1	44	1.0	0
369	244	0.5	0
1	90	1.0	0
1	1	0.625	1
203	64	0.75	0
1	334	0.625	0
1	346	0.75	0
1	253	0.25	0
1	1	0.625	1
35	32	0.375	1
230	290	0.875	0
1	279	0.625	0
291	240	0.75	0
296	100	0.25	0
47	1	0.0	1
1	162	0.75	0
24	1	0.375	1
22	397	0.25	0
1	267	0.25	0
9	29	1.0	1
1	1	0.25	1
1	143	0.75	1
30	253	0.25	0
1	88	0.75	0
1	306	0.625	0
93	338	0.125	0
1	387	0.5	0
24	129	0.25	0
1	182	0.5	0
1	249	0.375	0
1	112	0.5	0
1	76	0.125	0
1	231	0.25	0
1	1	0.5	1
1	1	0.625	1
233	25	0.875	0
156	76	0.125	0
1	297	0.25	1
391	70	0.625	0
52	74	0.875	0
1	256	0.875	0
1	212	0.75	0
1	259	0.125	0
37	236	0.75	0
138	227	0.25	0
221	391	0.875	0
1	193	0.625	0
89	275	0.875	0
1	278	0.75	0
202	349	0.75	0
1	366	0.75	0
1	348	0.625	0
1	384	0.5	0
1	14	0.625	0
1	398	0.375	0
1	156	0.375	0
151	336	0.125	0
1	167	0.625	0
170	371	0.25	0
1	154	0.625	0
24	385	0.625	1
24	1	1.0	1
203	1	0.5	1
9	112	0.0	0
1	56	0.5	0
1	380	0.875	0
1	419	0.25	0
9	126	0.25	0
1	319	0.625	0
12	336	0.0	0
69	105	0.125	0
356	240	0.5	0
48	161	1.0	0
206	20	0.75	0
1	87	1.0	0
1	172	0.5	0
202	302	0.125	0
419	1	0.875	1
1	177	1.0	0
43	89	0.875	1
160	89	0.5	0
311	68	0.75	0
141	266	0.5	0
1	165	0.625	0
1	264	0.75	0
1	389	0.25	0
1	2	0.25	0
1	142	0.25	0
1	388	0.625	0
106	207	0.75	0
1	88	0.875	0
1	311	0.625	0
1	384	0.875	0
1	388	0.625	0
123	208	0.75	0
410	225	1.0	0
139	57	0.625	0
88	146	1.0	0
1	370	0.25	0
88	299	0.625	0
1	14	1.0	0
1	16	0.125	1
1	1	0.25	1
1	114	0.375	0
1	271	0.625	0
1	1	1.0	1
1	235	0.0	0
89	244	1.0	1
1	357	0.875	0
29	108	1.0	0
1	1	0.75	1
1	390	0.75	0
114	300	0.5	1
202	294	0.375	0
1	235	0.0	0
36	54	0.625	0
269	24	0.75	0
1	223	0.0	0
1	353	0.5	0
1	422	0.625	0
1	1	0.75	1
224	183	0.25	0
1	421	0.5	0
148	372	0.0	0
1	184	0.5	0
240	1	1.0	1
1	20	0.25	0
1	352	0.75	0
1	163	0.0	1
1	274	0.375	0
296	169	0.25	0
1	286	1.0	0
1	227	1.0	0
1	79	0.625	0
38	30	0.75	0
1	18	0.125	0
216	24	0.375	1
23	347	0.125	0
1	141	0.75	0
58	203	0.5	0
424	203	0.875	0
71	380	1.0	0
1	63	0.375	0
180	406	0.625	0
1	426	0.5	0
1	415	0.625	0
265	202	0.375	0
1	246	0.25	0
104	52	0.125	0
237	92	1.0	1
194	392	0.5	0
1	1	0.375	1
1	15	0.0	0
1	84	0.5	0
1	238	0.625	0
1	1	0.375	1
1	194	1.0	0
331	77	0.625	0
1	336	0.0	0
349	55	1.0	0
1	228	0.25	0
1	146	0.625	0
1	19	0.625	1
220	315	0.375	0
107	73	0.375	0
43	202	0.875	0
1	265	0.25	0
377	74	0.875	0
374	428	0.5	0
417	100	0.875	0
343	125	0.5	0
61	332	0.625	0
1	221	0.625	0
33	302	0.5	0
1	208	0.875	0
1	383	0.625	0
76	273	0.875	0
110	370	0.875	0
188	320	0.125	0
1	1	0.5	1
29	1	0.125	1
1	76	0.625	0
1	182	0.75	0
48	384	0.625	0
1	126	1.0	1
1	413	0.75	0
115	137	0.875	0
1	244	0.5	0
191	357	0.125	0
107	181	0.375	0
1	33	0.25	0
1	428	1.0	1
221	199	0.75	0
337	1	0.5	1
1	57	0.625	0
43	423	0.875	1
1	107	0.25	1
1	347	0.25	0
1	328	0.5	0
1	1	1.0	1
1	384	0.125	0
24	76	1.0	0
1	176	0.875	0
141	404	0.875	0
144	110	1.0	0
189	282	0.125	0
391	132	0.625	0
44	193	0.125	0
143	265	0.5	0
264	390	0.375	0
361	138	0.5	0
202	419	0.75	0
95	117	1.0	0
1	132	1.0	0
1	409	0.625	0
390	165	0.625	0
1	372	0.25	0
1	1	1.0	1
1	25	1.0	0
1	112	0.625	0
88	154	0.375	0
23	353	0.125	0
1	194	1.0	0
56	364	1.0	0
127	76	0.25	1
8	32	0.625	0
1	286	0.25	0
1	1	0.25	1
420	318	0.875	0
1	1	1.0	1
1	116	0.5	0
1	344	0.0	0
258	349	0.375	1
243	167	0.375	0
1	22	1.0	0
293	19	0.25	0
1	90	0.25	0
1	131	0.5	0
194	52	0.375	0
1	343	0.625	0
203	143	0.125	1
1	52	1.0	0
1	363	0.25	0
8	92	1.0	0
108	76	0.625	0
1	1	0.75	1
1	202	0.25	0
1	153	0.75	0
1	100	0.5	0
1	310	0.625	0
1	244	0.875	0
1	291	1.0	0
1	191	0.125	1
1	201	0.25	1
1	73	0.75	0
1	116	0.5	0
50	111	0.25	0
1	106	0.625	0
170	241	0.125	1
1	1	0.875	1
1	1	0.75	1
143	70	0.25	0
1	156	0.125	1
1	100	0.125	0
34	345	0.5	0
273	416	0.25	0
88	89	0.75	1
238	242	0.875	0
43	120	0.25	0
362	53	1.0	0
1	241	0.75	0
175	289	0.875	0
149	274	0.125	0
1	292	0.125	0
1	428	0.625	0
1	179	0.625	0
148	38	0.0	0
30	70	0.25	0
1	151	0.0	1
414	27	0.75	0
145	384	0.25	0
1	402	1.0	0
1	64	0.75	0
53	401	0.25	0
1	183	0.5	0
29	49	0.875	0
160	286	0.875	0
8	46	0.25	0
1	1	0.0	1
308	184	0.375	0
119	146	0.875	0
154	343	0.0	0
317	100	0.5	0
191	311	0.875	0
1	41	1.0	0
1	78	0.125	0
1	195	0.25	0
1	238	0.875	0
1	160	0.5	1
262	303	0.25	0
67	5	0.375	0
1	287	0.25	0
9	158	0.25	0
1	346	1.0	0
1	177	0.75	0
44	302	1.0	0
1	183	0.125	0
1	1	0.75	1
1	332	0.625	0
1	236	0.125	0
91	230	0.75	0
145	290	0.375	0
1	162	0.0	0
1	400	0.375	0
1	173	0.5	0
1	310	0.25	0
92	400	0.5	0
430	1	1.0	1
1	1	0.125	1
1	296	0.875	0
1	2	0.5	0
212	223	0.125	0
290	411	0.875	1
23	275	0.375	0
1	165	0.125	0
1	62	0.625	0
244	324	0.625	0
1	173	0.25	1
346	389	0.625	0
31	385	0.125	0
1	25	0.0	1
317	347	0.375	0
1	329	1.0	0
295	27	0.25	0
1	1	0.0	1
225	257	0.125	0
365	229	1.0	0
1	365	0.875	1
71	237	1.0	0
1	1	0.25	1
1	290	1.0	0
1	304	0.25	0
239	379	0.125	0
88	154	0.125	0
30	341	1.0	0
88	301	1.0	0
1	146	0.75	0
91	305	0.875	0
1	202	0.5	0
201	1	0.125	1
48	346	0.0	0
1	96	0.75	0
1	288	0.25	0
1	1	0.125	1
406	426	0.75	0
28	289	0.25	1
1	410	0.75	0
1	91	0.125	0
210	368	0.75	0
94	88	0.375	1
32	264	0.75	0
1	126	0.5	0
1	66	0.625	0
1	67	0.25	0
1	38	0.375	0
1	82	0.125	0
245	264	0.25	0
155	232	0.0	0
9	245	0.0	0
1	416	0.25	0
10	151	0.25	0
54	358	0.5	1
42	230	0.25	0
1	425	0.875	1
24	170	0.0	0
9	1	0.25	1
1	292	0.875	1
44	57	0.125	0
1	58	0.75	0
30	92	0.75	1
319	29	0.375	0
1	125	1.0	0
4	301	0.25	0
1	174	0.125	0
152	257	0.375	0
359	27	0.625	0
1	1	0.625	1
136	359	0.25	0
1	85	0.25	0
1	97	0.625	0
91	262	0.5	0
429	68	1.0	0
143	147	0.125	0
1	1	0.75	1
429	220	1.0	1
177	425	0.25	0
1	301	0.25	0
47	151	0.875	1
1	132	0.0	0
1	271	0.75	0
1	34	0.125	0
1	1	0.25	1
85	83	0.125	0
21	29	0.0	0
1	277	0.5	0
1	286	0.75	0
1	1	1.0	1
1	184	1.0	0
164	14	0.375	0
1	206	0.625	0
37	1	0.875	1
1	220	1.0	0
132	182	0.5	0
1	169	0.125	0
123	1	0.0	1
143	199	0.25	0
1	119	0.25	0
1	411	0.5	0
1	266	0.75	0
77	292	0.25	0
273	22	1.0	0
1	127	0.0	0
84	41	0.0	1
1	218	0.625	0
1	362	0.375	0
1	359	1.0	0
133	30	0.875	0
1	1	0.625	1
289	138	0.25	0
1	412	0.125	0
1	347	1.0	0
1	185	0.75	0
1	73	0.375	0
16	287	0.625	0
1	119	0.625	1
106	263	0.75	0
1	132	0.625	0
1	372	1.0	0
363	198	0.5	0
277	158	1.0	0
1	427	0.0	0
1	102	0.5	0
1	138	0.625	0
1	75	0.0	0
1	45	0.625	0
23	382	0.125	0
1	192	0.875	0
1	233	0.75	0
1	259	0.25	0
1	422	0.875	0
1	68	1.0	0
1	42	0.125	0
346	427	1.0	1
29	82	0.375	0
200	414	1.0	0
116	248	0.5	0
1	199	0.75	0
51	380	0.125	0
1	333	0.125	0
301	84	0.75	0
413	199	0.75	0
30	126	0.125	0
288	422	0.5	0
1	219	0.125	0
1	161	0.875	0
1	86	0.0	0
1	341	0.125	0
1	267	0.25	0
1	330	0.75	0
186	236	0.75	0
37	96	1.0	0
1	278	0.625	1
107	141	0.0	0
261	329	0.75	0
1	11	0.25	0
1	233	1.0	0
1	336	0.875	0
190	333	0.375	1
139	322	0.125	0
43	327	0.875	0
1	156	0.75	0
63	417	0.375	0
107	1	0.875	1
43	287	0.375	1
1	217	0.625	0
1	257	0.25	1
214	47	0.125	0
200	92	0.125	0
128	264	0.0	0
1	268	0.25	0
1	199	0.5	0
280	351	1.0	0
13	294	0.5	0
150	288	0.5	1
386	92	1.0	0
1	1	0.875	1
1	350	0.25	0
17	1	0.0	1
259	185	1.0	0
42	81	0.375	0
1	411	0.625	0
1	1	0.25	1
44	65	0.375	1
1	195	0.5	0
1	112	0.25	1
1	38	0.75	0
95	202	1.0	0
1	105	1.0	0
176	235	1.0	1
354	1	0.5	1
125	53	0.0	0
1	363	0.5	0
213	216	0.125	0
1	405	0.875	0
1	241	0.125	0
229	227	0.5	0
211	378	0.125	0
24	145	1.0	0
1	7	0.75	0
1	264	0.75	0
1	1	0.0	1
34	2	0.75	0
1	333	1.0	1
43	82	0.0	1
1	366	1.0	0
1	340	0.5	0
1	17	0.625	0
1	89	0.375	0
246	1	1.0	1
225	393	0.75	0
1	141	0.75	0
1	275	0.5	0
227	229	0.5	0
1	67	1.0	0
139	15	0.625	0
120	1	0.875	1
1	403	0.625	0
1	5	0.875	0
1	92	0.375	0
1	132	0.0	0
127	131	0.5	0
30	310	0.0	0
1	1	0.125	1
1	277	0.875	0
1	172	0.875	0
1	419	0.125	0
1	336	0.0	0
1	325	1.0	0
1	188	0.25	0
44	346	0.375	0
1	104	0.5	1
30	366	0.125	0
12	1	0.0	1
1	251	0.75	0
247	248	0.5	0
1	340	0.5	0
139	258	0.375	0
143	386	0.125	0
1	1	0.5	1
1	101	0.875	0
1	318	0.5	0
1	394	0.375	0
1	1	0.0	1
1	315	0.375	0
1	300	0.125	0
320	304	0.375	0
1	216	1.0	0
250	324	0.625	0
91	77	1.0	0
402	66	0.75	0
1	213	0.5	0
1	86	0.25	0
91	343	0.75	0
1	142	0.125	1
1	259	0.625	0
1	107	0.125	0
1	260	0.875	1
1	189	0.625	0
47	398	0.75	0
29	316	0.875	0
1	10	0.625	0
1	179	0.375	0
41	145	0.125	0
152	22	0.875	0
1	228	0.0	0
24	91	0.125	0
132	299	0.5	0
1	45	1.0	0
1	122	0.875	0
1	83	0.5	0
31	195	0.125	0
278	353	0.375	0
1	123	0.25	1
396	391	0.625	0
43	271	0.25	0
1	8	0.5	0
414	1	0.75	1
1	96	0.75	0
1	134	0.125	0
1	7	0.25	0
242	167	0.125	0
425	362	0.875	0
1	348	0.125	0
1	131	0.25	0
160	14	0.875	0
1	245	0.375	1
1	399	0.75	0
18	106	1.0	0
1	290	0.5	1
1	350	0.625	0
1	8	0.125	0
390	361	0.625	0
339	177	0.375	0
1	1	0.75	1
231	185	0.75	0
1	376	0.75	0
56	1	0.5	1
1	172	1.0	0
114	1	1.0	1
1	30	0.5	1
16	149	0.625	0
220	267	0.875	1
91	187	0.75	0
80	10	0.75	0
1	215	0.375	0
1	382	0.25	0
1	326	0.875	0
1	402	0.5	0
1	1	0.0	1
1	228	0.75	0
38	93	0.25	0
1	417	0.0	0
92	70	0.625	0
1	66	0.625	0
1	1	1.0	1
1	30	0.375	1
101	74	0.0	0
1	81	0.25	0
1	45	0.75	0
1	80	0.75	0
1	92	0.0	1
83	206	0.125	1
394	131	0.875	0
1	134	0.0	0
380	129	0.5	0
1	219	0.125	0
1	238	0.375	1
1	351	0.875	0
1	351	0.875	0
229	218	0.5	0
407	159	0.75	0
369	89	0.5	0
1	359	0.375	0
42	67	1.0	0
295	421	1.0	0
182	3	0.0	0
1	111	0.5	0
1	241	0.75	0
1	195	0.25	0
1	344	0.5	0
1	70	0.5	0
1	348	0.25	0
79	351	0.0	0
1	327	0.875	1
67	123	1.0	0
1	345	0.375	0
1	1	0.5	1
1	158	0.5	0
1	228	1.0	0
1	34	0.25	0
1	220	0.375	0
287	233	0.625	0
1	158	0.125	0
180	41	0.0	0
1	311	0.25	0
1	43	0.125	1
1	87	0.625	0
1	247	0.75	0
1	4	0.0	0
1	49	1.0	0
405	14	0.75	0
1	390	0.25	0
1	28	0.75	0
1	296	0.875	0
152	91	0.875	1
36	125	0.625	0
417	1	0.875	1
1	232	0.125	0
300	150	0.5	1
1	1	0.5	1
1	279	0.625	1
1	330	0.25	0
231	1	0.25	1
1	361	0.125	0
1	57	0.25	0
1	268	0.375	0
1	260	0.875	0
1	104	0.0	0
1	210	0.625	0
1	56	0.375	0
1	79	0.0	0
44	77	0.25	0
372	275	0.5	0
1	208	0.125	0
30	392	0.375	0
41	169	0.75	0
153	203	0.5	0
160	1	0.0	1
1	1	0.0	1
23	175	0.25	0
1	145	0.0	0
207	213	0.125	1
127	360	0.875	0
91	377	0.5	0
1	256	0.375	0
245	1	0.625	1
1	236	0.625	0
1	187	0.75	0
1	36	0.125	0
1	218	0.875	0
1	1	0.625	1
1	73	0.125	0
8	375	0.75	0
313	363	0.25	0
207	108	0.125	0
115	269	0.875	0
1	212	0.25	0
1	183	0.25	0
376	126	0.5	0
350	325	0.375	0
59	261	0.5	1
371	67	0.75	0
1	370	0.25	0
1	1	0.75	1
351	325	1.0	0
1	77	0.5	0
1	415	0.375	0
403	265	0.75	0
1	268	0.625	0
30	328	0.125	0
118	155	0.5	0
1	398	0.125	0
104	319	0.875	0
305	111	0.625	0
1	168	0.375	0
38	69	0.75	0
1	208	0.125	0
1	238	0.125	0
1	30	0.5	1
1	388	0.625	0
32	39	0.0	0
1	25	0.75	0
1	372	0.375	0
1	93	0.5	0
311	239	0.375	0
1	4	0.75	0
1	291	0.125	0
1	152	0.625	0
302	387	0.875	0
1	43	0.125	0
1	129	1.0	0
349	197	0.375	0
