,WORD,frequency,mean_dist_jaccard,sum_deltas_jaccard,mean_dist_globalanchors,sum_deltas_globalanchors,mean_dist_procrustes,sum_deltas_procrustes
0,пожарный_ADJ,5.0573477293874134e-05,0.6820728291316527,0.3333333333333333,0.13645482063293457,1.0,0.3370519429445267,-0.3333333333333333
1,австрийский_ADJ,2.787852176881507e-05,0.5915750915750916,0.3333333333333333,0.10415688157081604,0.3333333333333333,0.3435424705967307,-0.3333333333333333
2,формальный_ADJ,6.453405731257029e-05,0.7785087719298247,0.6666666666666666,0.11994774639606476,1.0,0.39153040386736393,0.3333333333333333
3,дверной_ADJ,3.747690698898642e-05,0.25757575757575757,1.0,0.07532036304473877,0.3333333333333333,0.3525021830573678,-1.0
4,вопросительный_ADJ,1.752509612542181e-05,0.5082417582417582,0.3333333333333333,0.08968415856361389,1.0,0.3034556953352876,0.3333333333333333
5,прощальный_ADJ,3.4808260068461005e-05,0.5357142857142857,0.6666666666666666,0.11981198191642761,1.0,0.3453056812286377,-1.0
6,вычислительный_ADJ,4.2948903977908936e-05,0.46955128205128205,0.6666666666666666,0.14102762937545776,1.0,0.3063215855509043,-1.0
7,тепло_ADJ,2.165999093291195e-05,0.45238095238095244,0.3333333333333333,0.08861225843429565,1.0,0.3175930173601955,0.3333333333333333
8,передний_ADJ,0.00013778993739164483,0.6104826546003017,0.0,0.12751899659633636,0.3333333333333333,0.3389269057661295,0.3333333333333333
9,прикладной_ADJ,3.534726346178102e-05,0.6225490196078431,1.0,0.14765724539756775,0.3333333333333333,0.3765649450942874,-0.3333333333333333
10,приземистый_ADJ,2.075382108941631e-05,0.5082417582417583,0.0,0.05022084712982178,1.0,0.2930207601748407,0.3333333333333333
11,завтрашний_ADJ,6.079502467158566e-05,0.5290750915750916,0.0,0.18800322711467743,0.3333333333333333,0.3343990824650973,-0.3333333333333333
12,смертельный_ADJ,6.256492621508688e-05,0.784313725490196,0.6666666666666666,0.13457071781158447,1.0,0.3663842733949423,-0.3333333333333333
13,доверчивый_ADJ,3.115143899761279e-05,0.5915750915750916,0.3333333333333333,0.10409778356552124,1.0,0.30344536900520325,1.0
14,коричневый_ADJ,0.00011429875452388831,0.6790966386554622,0.6666666666666666,0.0623895525932312,1.0,0.3912005419842899,-0.3333333333333333
15,средневековый_ADJ,7.754107458194362e-05,0.6307907778496014,-0.3333333333333333,0.15111933648586273,0.3333333333333333,0.3750950386747718,-0.3333333333333333
16,немой_ADJ,4.7872368719520524e-05,0.8152734778121775,0.3333333333333333,0.16765913367271423,0.3333333333333333,0.3554282207041979,0.3333333333333333
17,мохнатый_ADJ,3.5306724824827454e-05,0.5402930402930404,0.3333333333333333,0.04241441190242767,1.0,0.346618196927011,-0.3333333333333333
18,бумажный_ADJ,9.265970898489267e-05,0.6398809523809523,0.3333333333333333,0.09807106852531433,0.3333333333333333,0.3905387632548809,-0.3333333333333333
19,бабий_ADJ,3.805894619748768e-05,0.6507936507936507,0.3333333333333333,0.10971339046955109,0.3333333333333333,0.3282135361805558,-0.3333333333333333
20,первый_ADJ,0.004570924485166475,0.456959706959707,0.0,0.1596447080373764,1.0,0.44168374314904213,-0.3333333333333333
21,рабочий_ADJ,0.0004496327609627991,0.6582633053221288,0.6666666666666666,0.1795973926782608,1.0,0.40910182800143957,-0.3333333333333333
22,физико-химический_ADJ,1.2854947858381667e-05,0.5474574445162681,0.3333333333333333,0.0946875810623169,1.0,0.3066373886540532,-0.3333333333333333
23,нуклеиновый_ADJ,2.4396555383698024e-05,0.25,0.3333333333333333,0.058909446001052856,1.0,0.23122254014015198,-1.0
24,норвежский_ADJ,2.3650285855588636e-05,0.6582633053221287,0.3333333333333333,0.13770486414432526,0.3333333333333333,0.34857997111976147,-0.3333333333333333
25,мировой_ADJ,0.0004159557843495348,0.6398809523809523,0.6666666666666666,0.1516708880662918,1.0,0.3728229543194175,0.3333333333333333
26,взволнованный_ADJ,2.124764397402302e-05,0.525918525918526,0.3333333333333333,0.08488275110721588,1.0,0.31505866860970855,-0.3333333333333333
27,интимный_ADJ,3.9901351020686235e-05,0.7659313725490196,0.6666666666666666,0.16338105499744415,1.0,0.36000039242208004,0.3333333333333333
28,начальный_ADJ,7.515506123100774e-05,0.6636904761904763,0.3333333333333333,0.1475854367017746,1.0,0.3754641879349947,-0.3333333333333333
29,ультрафиолетовый_ADJ,2.272069771631707e-05,0.32167832167832167,0.6666666666666666,0.07739362120628357,1.0,0.2634335793554783,0.3333333333333333
30,православный_ADJ,0.00012297106112957123,0.5637973137973138,0.0,0.15427882969379425,-0.3333333333333333,0.4139809412881732,0.3333333333333333
31,обыденный_ADJ,3.08420752092335e-05,0.5402930402930403,0.6666666666666666,0.15875543653964996,0.3333333333333333,0.36707278434187174,-0.3333333333333333
32,я-то_ADJ,1.9493501824783487e-05,0.5363247863247864,0.3333333333333333,0.07722005248069763,1.0,0.33956144656986,1.0
33,полимерный_ADJ,3.5676288102299194e-05,0.4911963036963037,0.3333333333333333,0.0641399472951889,1.0,0.2635229229927063,0.3333333333333333
34,нашатырный_ADJ,1.0029080734036977e-05,0.35955710955710957,0.6666666666666666,0.03644759953022003,1.0,0.27908837841823697,1.0
35,дождевой_ADJ,2.3961950296291585e-05,0.6636904761904763,1.0,0.05069953203201294,1.0,0.33505219779908657,0.3333333333333333
36,родительский_ADJ,4.1520842895955455e-05,0.57950872656755,0.0,0.23824775218963623,-0.3333333333333333,0.36141108348965645,-1.0
