,WORD,frequency,mean_dist_jaccard,sum_deltas_jaccard,mean_dist_globalanchors,sum_deltas_globalanchors,mean_dist_procrustes,sum_deltas_procrustes
0,коммунистический_ADJ,0.0001651586559757693,0.6362179487179487,0.3333333333333333,0.16458015143871307,-0.3333333333333333,0.37010007444769144,1.0
1,похожий_ADJ,0.0007993424355658885,0.3275058275058275,0.6666666666666666,0.11876572668552399,0.3333333333333333,0.36087078391574323,0.3333333333333333
2,прошлый_ADJ,0.00040965582256178163,0.6754336349924586,0.0,0.1711203157901764,0.3333333333333333,0.3736046217381954,-1.0
3,математический_ADJ,0.0001106851041342334,0.6190476190476191,0.3333333333333333,0.1269231140613556,0.3333333333333333,0.3742102747783065,-1.0
4,пасхальный_ADJ,2.3324853562951103e-05,0.8100490196078431,-0.3333333333333333,0.11590191721916199,1.0,0.31447765976190567,-1.0
5,румяный_ADJ,3.923453092316087e-05,0.6433823529411765,0.3333333333333333,0.062276169657707214,1.0,0.3322923853993416,0.3333333333333333
6,обыденный_ADJ,3.08420752092335e-05,0.5402930402930403,0.6666666666666666,0.15875542163848877,0.3333333333333333,0.36707278434187174,-0.3333333333333333
7,механический_ADJ,0.00011655749671932159,0.6582633053221288,0.6666666666666666,0.1099172979593277,0.3333333333333333,0.352435645647347,-0.3333333333333333
8,римский_ADJ,8.604333650332224e-05,0.6307907778496014,0.6666666666666666,0.1241491287946701,0.3333333333333333,0.36463704239577055,-0.3333333333333333
9,синий_ADJ,0.00040101481054072616,0.4978354978354978,0.3333333333333333,0.09274408221244812,1.0,0.41599817760288715,0.3333333333333333
10,фотографический_ADJ,2.0468222718932016e-05,0.5186688311688311,1.0,0.08745643496513367,1.0,0.32505672331899405,0.3333333333333333
11,алюминиевый_ADJ,4.9715509405559145e-05,0.543956043956044,0.6666666666666666,0.05453355610370636,1.0,0.3361910921521485,0.3333333333333333
12,грибной_ADJ,1.7819178368344373e-05,0.5565476190476191,0.6666666666666666,0.08167289197444916,1.0,0.31985033862292767,0.3333333333333333
13,хрустальный_ADJ,3.8222576602150555e-05,0.6190476190476191,0.6666666666666666,0.07251514494419098,1.0,0.3610615744255483,-0.3333333333333333
14,довольньый_ADJ,3.451122811609183e-05,0.612408424908425,0.3333333333333333,0.08382758498191833,1.0,0.31493721809238195,0.3333333333333333
15,ярко-красный_ADJ,1.6615162121364425e-05,0.6582633053221287,0.3333333333333333,0.05290451645851135,1.0,0.33301324024796486,0.3333333333333333
16,актерский_ADJ,5.837488678645832e-05,0.5082417582417582,0.6666666666666666,0.1534978449344635,1.0,0.39334732247516513,-0.3333333333333333
17,сегодняшний_ADJ,0.00021040772173363766,0.41908091908091905,1.0,0.1700252741575241,1.0,0.42453198228031397,0.3333333333333333
18,автомобильный_ADJ,7.830822378614474e-05,0.8378267973856208,0.0,0.12935936450958252,1.0,0.3506699204444885,0.3333333333333333
19,лесной_ADJ,0.000203178630472823,0.7822712418300654,0.6666666666666666,0.17603884637355804,1.0,0.40427167143207043,-0.3333333333333333
20,картонный_ADJ,2.8665822475469225e-05,0.5915750915750916,0.0,0.059367597103118896,1.0,0.3408670434728265,-0.3333333333333333
21,ватный_ADJ,3.2289684871270124e-05,0.6636904761904763,0.3333333333333333,0.05229055881500244,1.0,0.33436457673087716,-0.3333333333333333
22,морозный_ADJ,5.391287155158219e-05,0.4844322344322345,0.6666666666666666,0.06424841284751892,1.0,0.32774750608950853,-0.3333333333333333
23,нулевой_ADJ,2.2276400079059523e-05,0.637941006362059,1.0,0.1721433401107788,0.3333333333333333,0.35233655106276274,0.3333333333333333
24,хвойный_ADJ,2.2513132360412245e-05,0.612408424908425,0.6666666666666666,0.055043578147888184,1.0,0.33500288147479296,0.3333333333333333
25,знакомый_ADJ,0.0005004456721407982,0.5000000000000001,-0.3333333333333333,0.16833020746707916,1.0,0.4005436599254608,-0.3333333333333333
26,меньший_ADJ,0.0001635856023043314,0.5082417582417582,0.3333333333333333,0.20241037011146545,1.0,0.3860157164745033,0.3333333333333333
27,негромкий_ADJ,2.018671477179619e-05,0.41083916083916083,0.0,0.10466045141220093,1.0,0.3095779353752732,0.3333333333333333
28,редакционный_ADJ,3.507528878010038e-05,0.5611263736263736,0.6666666666666666,0.14897605776786804,1.0,0.38197183702141047,0.3333333333333333
29,тропический_ADJ,3.416851219426401e-05,0.7029061624649859,0.0,0.08444251120090485,1.0,0.3348032694775611,-0.3333333333333333
30,часовой_ADJ,5.4185766748687454e-05,0.7892156862745099,0.0,0.14244681596755981,1.0,0.3632693667896092,0.3333333333333333
31,средневековый_ADJ,7.754107458194362e-05,0.6307907778496014,-0.3333333333333333,0.15111933648586273,0.3333333333333333,0.3750950237736106,-0.3333333333333333
32,огненный_ADJ,7.05242619868434e-05,0.6570512820512822,1.0,0.08071640133857727,1.0,0.38134874403476715,-0.3333333333333333
33,больная_ADJ,3.3942024152011806e-05,0.6153846153846154,0.3333333333333333,0.15094824135303497,-0.3333333333333333,0.361167314928025,0.3333333333333333
34,требовать_ADJ,2.3945575945293744e-05,0.8051470588235294,0.6666666666666666,0.17842277884483337,0.3333333333333333,0.36443266458809376,0.3333333333333333
35,традиционный_ADJ,0.00014987430218912388,0.6307907778496014,0.3333333333333333,0.13419532775878906,1.0,0.387349434196949,0.3333333333333333
36,рад_ADJ,0.00019513607412253824,0.456959706959707,0.3333333333333333,0.10608020424842834,1.0,0.3979896726086736,-0.3333333333333333
37,газовый_ADJ,9.330751739817062e-05,0.5987394957983193,0.6666666666666666,0.09462304413318634,1.0,0.3586944108828902,0.3333333333333333
38,полярный_ADJ,8.10574131725903e-05,0.5402930402930404,0.3333333333333333,0.18204371631145477,0.3333333333333333,0.357663506641984,0.3333333333333333
39,громкий_ADJ,0.00011052889868378685,0.6398809523809523,0.6666666666666666,0.1589425504207611,0.3333333333333333,0.36435650289058685,-0.3333333333333333
40,долгий_ADJ,0.00040145773200825515,0.456959706959707,0.3333333333333333,0.19175958633422852,1.0,0.38515726156765595,0.3333333333333333
41,правильно_ADJ,2.210842476386192e-05,0.5849358974358976,0.6666666666666666,0.11990725994110107,0.3333333333333333,0.3591959346085787,-0.3333333333333333
42,императорский_ADJ,4.021839615497502e-05,0.6917735042735043,0.0,0.10615238547325134,1.0,0.35723685659468174,-0.3333333333333333
43,космический_ADJ,0.0002642578345638537,0.5439560439560439,0.6666666666666666,0.15751084685325623,0.3333333333333333,0.38133725337684155,-0.3333333333333333
44,двенадцатый_ADJ,3.893677767441207e-05,0.39743589743589747,0.3333333333333333,0.15718688070774078,0.3333333333333333,0.31376880779862404,0.3333333333333333
45,волосатый_ADJ,2.3897812440282257e-05,0.6160714285714286,0.3333333333333333,0.057075366377830505,1.0,0.32104933448135853,0.3333333333333333
46,прибрежный_ADJ,4.5239128107602304e-05,0.5915750915750916,0.6666666666666666,0.06265699863433838,1.0,0.3306715004146099,-0.3333333333333333
47,масляный_ADJ,3.5838979927000084e-05,0.612408424908425,0.3333333333333333,0.06385087966918945,1.0,0.3456199411302805,-1.0
48,сходный_ADJ,4.625786131359873e-05,0.6516241111829346,0.0,0.11163531243801117,1.0,0.3685809359885752,0.3333333333333333
49,демократический_ADJ,8.182091822452205e-05,0.5528846153846154,0.6666666666666666,0.14153137803077698,1.0,0.38888550642877817,0.3333333333333333
50,родственный_ADJ,4.241650482755756e-05,0.7058823529411766,0.3333333333333333,0.14780062437057495,1.0,0.3568200012668967,0.3333333333333333
51,просто_ADJ,5.245045345170215e-05,0.5082417582417582,0.3333333333333333,0.2380552589893341,0.3333333333333333,0.4063719380646944,0.3333333333333333
52,косвенный_ADJ,3.049970023408568e-05,0.612408424908425,1.0,0.1320180594921112,1.0,0.3297456856817007,0.3333333333333333
53,журнальный_ADJ,2.83252554926255e-05,0.6974789915966386,1.0,0.114243283867836,1.0,0.3254141006618738,1.0
54,коровий_ADJ,1.8954869695848407e-05,0.612408424908425,1.0,0.054765790700912476,1.0,0.3356030365685001,0.3333333333333333
55,нейтральный_ADJ,3.962813182358938e-05,0.7685881370091896,0.0,0.18834266066551208,0.3333333333333333,0.3920728680677712,-1.0
56,охотничий_ADJ,6.158578511459984e-05,0.6582633053221287,0.3333333333333333,0.17999155819416046,1.0,0.3530632518231869,-0.3333333333333333
57,азотный_ADJ,3.55737730526101e-05,0.5164835164835164,0.3333333333333333,0.06533937156200409,1.0,0.29312502034008503,-1.0
58,больший_ADJ,0.0004300918491159706,0.4294871794871795,0.0,0.1901695877313614,1.0,0.4213564246892929,0.3333333333333333
59,ракетный_ADJ,4.2191376718071305e-05,0.5749299719887955,0.3333333333333333,0.1289551854133606,1.0,0.34059570729732513,0.3333333333333333
60,призванный_ADJ,3.611711278844871e-05,0.6150793650793651,0.3333333333333333,0.15607301890850067,1.0,0.3648354709148407,1.0
61,рогатый_ADJ,3.171881576939104e-05,0.6307907778496014,1.0,0.07941260933876038,1.0,0.28128474578261375,0.3333333333333333
62,босой_ADJ,5.501942583955482e-05,0.48076923076923084,0.3333333333333333,0.05473564565181732,1.0,0.31550663069356233,0.3333333333333333
63,согласный_ADJ,0.00015549157503872766,0.612408424908425,0.3333333333333333,0.11845658719539642,0.3333333333333333,0.4108192278072238,0.3333333333333333
64,бывший_ADJ,0.000526173638803911,0.6362179487179487,0.6666666666666666,0.12555959820747375,0.3333333333333333,0.3626000116346404,-1.0
65,крохотный_ADJ,9.874197493013105e-05,0.5164835164835165,0.3333333333333333,0.10670773684978485,-0.3333333333333333,0.37864208314567804,-0.3333333333333333
66,пробный_ADJ,1.816740453646923e-05,0.7522482677281439,0.6666666666666666,0.13545048236846924,0.3333333333333333,0.3374852007254958,0.3333333333333333
67,арабский_ADJ,5.2193852231117186e-05,0.7029061624649859,0.3333333333333333,0.15554168820381165,1.0,0.40505141392350197,-0.3333333333333333
68,докторский_ADJ,2.5467361828777537e-05,0.5016025641025641,0.6666666666666666,0.14226849377155304,1.0,0.35269280802458525,-1.0
69,судебный_ADJ,0.0001138483031279175,0.7029061624649859,0.6666666666666666,0.15123136341571808,1.0,0.36722357803955674,-0.3333333333333333
70,кислородный_ADJ,2.9196639526682187e-05,0.5987394957983193,0.6666666666666666,0.08392581343650818,1.0,0.3139190301299095,-0.3333333333333333
71,княжеский_ADJ,3.3057332565250124e-05,0.48901098901098905,0.6666666666666666,0.11334243416786194,0.3333333333333333,0.33714364655315876,-1.0
72,вертикальный_ADJ,6.07413446526125e-05,0.5290750915750917,0.0,0.07586012780666351,1.0,0.34636523574590683,-0.3333333333333333
73,праздничный_ADJ,8.926034581117308e-05,0.456959706959707,0.0,0.1760556846857071,0.3333333333333333,0.37144158221781254,-0.3333333333333333
74,египетский_ADJ,3.391252124813058e-05,0.6845238095238095,1.0,0.12316097319126129,1.0,0.40836549177765846,-0.3333333333333333
75,стихийный_ADJ,3.2760268642685616e-05,0.7659313725490196,0.6666666666666666,0.11827869713306427,1.0,0.3216721676290035,1.0
76,капроновый_ADJ,1.3897749752439979e-05,0.5952380952380952,0.0,0.036002546548843384,1.0,0.296506617218256,-0.3333333333333333
77,многочисленный_ADJ,0.00019884583176622375,0.3595571095571096,0.0,0.13499055802822113,1.0,0.38426585029810667,1.0
78,новенький_ADJ,7.687029417526408e-05,0.7822712418300654,0.3333333333333333,0.10493017733097076,1.0,0.3654873603954911,0.3333333333333333
79,должен_ADJ,0.0031382986919580255,0.3275058275058275,0.0,0.16127684712409973,1.0,0.5274035481270403,0.3333333333333333
80,конечный_ADJ,0.00015398546356305766,0.740079365079365,1.0,0.1699933260679245,1.0,0.3944677682593465,0.3333333333333333
81,любить_ADJ,5.44342455913935e-05,0.4941724941724942,0.3333333333333333,0.15923967957496643,0.3333333333333333,0.39858620340237394,-0.3333333333333333
82,подготовительный_ADJ,2.5780244067796776e-05,0.7475490196078431,0.3333333333333333,0.15941093862056732,1.0,0.33724198676645756,-0.3333333333333333
83,классический_ADJ,0.00016416823190648552,0.8031045751633987,0.6666666666666666,0.11654618382453918,0.3333333333333333,0.3872424475848675,0.3333333333333333
84,ростовский_ADJ,2.400719818962061e-05,0.6582633053221288,0.6666666666666666,0.08263130486011505,1.0,0.3324740370735526,0.3333333333333333
85,беспокойный_ADJ,3.325007099791918e-05,0.7659313725490196,0.3333333333333333,0.12817290425300598,1.0,0.3411627374589443,0.3333333333333333
86,обидный_ADJ,0.00010712432682595074,0.5915750915750917,0.3333333333333333,0.14727123081684113,-0.3333333333333333,0.3659059004858136,-0.3333333333333333
87,сороковой_ADJ,3.11280666600875e-05,0.39743589743589747,0.0,0.16569913923740387,1.0,0.3099614316597581,-0.3333333333333333
88,резной_ADJ,2.8692897046319275e-05,0.5208333333333334,0.0,0.057755544781684875,1.0,0.32317999191582203,-0.3333333333333333
