,word,mean_dist,mean_freq
50,наживной_ADJ,0.560382530093193,6.565867408060542e-07
178,заурядный_ADJ,0.5603402629494667,7.042434730241034e-06
116,солененький_ADJ,0.5590384155511856,3.5067229057022406e-07
60,узловатый_ADJ,0.5563875585794449,2.17484201082998e-06
105,всегдашний_ADJ,0.5541692823171616,1.2209673021828206e-05
21,своенравный_ADJ,0.5535844042897224,3.0200159846949895e-06
87,мужичий_ADJ,0.5535199493169785,1.7310838082639312e-06
222,лиловый_ADJ,0.5488794893026352,1.630250181903231e-05
205,приземистый_ADJ,0.5474662370979786,7.726403002492888e-06
184,тропический_ADJ,0.5457836240530014,1.2045282612501491e-05
197,одетый_ADJ,0.5443136654794216,5.207754239218539e-06
38,прошлый_ADJ,0.5401145666837692,0.00017391856439819922
143,физиологический_ADJ,0.5292390063405037,1.841424811229558e-05
62,невинный_ADJ,0.518810972571373,4.436902675393753e-05
32,высохший_ADJ,0.5024495422840118,4.643671020830321e-06
23,смешной_ADJ,0.5019550994038582,0.0001121478036329283
39,нужный_ADJ,0.4543636366724968,0.0010680873701672377
35,другой_ADJ,0.4461922273039818,0.0031675506599758044
